PMID,col1,col2,topic,period
10151281,-3.994316,-32.78616,0,1
10151727,-11.86817,-10.109135,0,1
10151733,-7.271141,-35.908302,0,1
10151951,8.572358,12.332338,0,1
10155361,-3.4433084,-11.002208,9,1
10157541,24.965925,-10.408665,0,1
10157736,-2.5387783,-6.0992074,0,1
10159580,10.128625,-27.68901,0,1
10161611,14.147319,10.268855,0,1
10165116,-18.638605,-35.041862,7,1
10165117,-19.635784,-34.678764,3,1
10166408,-19.832497,-7.859359,0,1
10172600,26.38744,-10.215139,0,1
10173938,47.288074,-6.075806,0,1
10188478,-0.28580424,-2.5216296,0,1
10190647,-20.598814,2.056714,5,1
10191748,30.452772,23.958206,5,1
10191904,5.531587,-16.08842,8,1
10192409,-38.195675,-45.834793,1,1
10192748,-49.711212,-18.498913,8,1
10194038,8.441498,56.37043,7,1
10199057,-5.3261676,-8.362729,0,1
10200132,-8.642967,18.309841,4,1
10200746,-42.33215,-26.94193,8,1
10202617,24.585539,42.0224,7,1
10203116,17.332232,-8.3664875,4,1
10203451,-4.8592305,-7.9173164,0,1
10204652,43.65149,-19.64545,5,1
10205463,19.415194,33.802513,7,1
10205553,3.5852451,-11.854035,3,1
10207830,-1.5341053,-14.723756,0,1
10208756,-33.28636,-4.6107864,5,1
10210047,24.53623,-34.856083,4,1
10211535,-1.1501108,-6.288999,0,1
10212007,45.906544,-19.49835,5,1
10212893,-2.8933153,8.779872,0,1
10212896,-3.8885095,-3.7594988,4,1
10212898,-3.782703,-26.814917,4,1
10212911,-6.808239,-32.802387,0,1
10214225,-9.4182205,-23.921253,8,1
10214418,33.52387,-12.997081,5,1
10216973,-9.189303,33.28365,0,1
10216974,-1.6758963,-4.9783893,8,1
10216975,-13.744717,-5.954035,9,1
10216976,-17.088896,1.2389667,1,1
10216979,-24.410566,32.791195,1,1
10217333,-39.936264,23.506678,5,1
10217336,-41.30597,15.024146,5,1
10217342,-7.4308743,14.427286,1,1
10217346,-32.25906,52.420284,1,1
10217349,37.02456,43.532562,1,1
10218422,-17.036955,-36.562096,8,1
10219883,-16.032104,3.6118422,5,1
10223267,14.897422,-18.010197,4,1
10227793,-40.911964,23.278135,3,1
10229593,-12.599046,16.61873,2,1
10232189,-1.6582183,-27.644018,0,1
10233201,-24.398798,9.371152,9,1
10235053,-21.90468,-29.611568,1,1
10326422,-0.23739092,-9.321575,0,1
10327219,3.1933458,-4.1908193,0,1
10331097,51.225388,-8.594217,0,1
10333129,22.389084,20.829624,7,1
10333168,-43.689285,-27.501719,8,1
10335141,33.608585,-24.535625,7,1
10335241,-3.582511,-0.5499642,0,1
10335607,-24.283224,35.236763,1,1
10336581,-5.94478,-40.63887,0,1
10340182,-4.677232,-7.5079727,0,1
10344906,32.50776,20.341866,0,1
10346515,-33.436687,-33.35305,0,1
10347430,-13.562318,14.038235,8,1
10347499,25.232367,-36.449116,0,1
10347529,-12.02145,-47.603077,5,1
10347624,1.4547606,-6.1494136,0,1
10349056,-31.027214,-29.806013,5,1
10350694,-12.149275,-1.0097194,4,1
10353463,-13.241485,-6.701135,3,1
10357154,44.234108,2.1780114,6,1
10358580,-26.238749,12.078845,2,1
10360434,-23.190094,24.604248,1,1
10361142,10.859193,-0.017270194,9,1
10362418,15.973356,-11.232272,7,1
10362421,15.527813,-6.5945945,4,1
10363662,-17.036642,1.2402995,8,1
10364617,-28.867102,10.730849,2,1
10364780,51.435303,0.0871153,0,1
10365571,-12.519442,10.1690035,3,1
10365647,-45.71944,-27.53433,8,1
10365649,-44.369545,21.760014,1,1
10365655,-21.532732,34.10887,1,1
10365772,12.226892,-5.171765,8,1
10366903,-35.381687,39.051353,1,1
10368854,-41.996723,-26.639309,8,1
10371783,-25.851118,25.089651,9,1
10371796,-4.728216,-4.7166715,9,1
10372052,-2.5684826,1.2174065,0,1
10372218,23.602242,18.465195,9,1
10372610,-42.205116,-31.146135,8,1
10378328,43.70591,-14.465492,5,1
10382786,-4.212062,-21.912815,8,1
10383553,9.404736,18.775595,9,1
10388477,-17.708357,-36.26268,7,1
10391415,31.930796,26.399273,9,1
10391423,50.992672,-20.994186,5,1
10391426,53.141155,-3.7586918,0,1
10392057,4.6466823,-4.59402,0,1
10392076,4.290659,3.5652947,8,1
10392079,20.609194,-27.329973,0,1
10392098,-9.608783,-14.424548,2,1
10392225,35.29695,14.753017,6,1
10401268,-13.757534,9.206939,5,1
10401361,7.0588074,-31.022465,7,1
10401444,-33.28911,-29.62742,8,1
10401950,8.23251,-63.573833,9,1
10406906,55.059555,6.3382664,5,1
10407816,-31.313929,-17.642334,3,1
10408746,-5.447367,-32.70682,0,1
10414481,4.410019,-17.036972,8,1
10415445,-35.50321,5.835667,6,1
10420072,39.372234,-18.478737,5,1
10422032,-14.170541,-33.34758,4,1
10422631,21.937864,-30.010668,8,1
10427464,26.026188,33.4093,9,1
10427469,-50.23208,19.973963,5,1
10428267,13.2418,44.95625,7,1
10431273,-8.608945,-30.608704,8,1
10432370,-19.237513,-4.101169,8,1
10433030,-49.615612,18.00914,1,1
10434779,-27.320934,-9.119177,4,1
10436545,60.986122,6.0098248,6,1
10437711,22.957766,-2.8337977,7,1
10440628,45.915386,22.49581,0,1
10440793,-49.396652,17.707048,5,1
10441688,19.794237,-6.764377,4,1
10442690,-5.4803605,-0.4032369,0,1
10442691,-3.9248004,2.2165792,5,1
10442694,-21.278757,29.485746,1,1
10446819,24.168522,-36.569817,0,1
10447050,22.845789,21.524935,7,1
10451012,3.9943547,20.570766,8,1
10451780,15.89221,15.680854,9,1
10453799,-3.1081593,3.271838,8,1
10455595,18.601278,-6.701508,4,1
10456173,-19.571783,-8.730416,4,1
10457290,47.03556,22.044136,8,1
10457792,19.31589,-9.496151,4,1
10461015,61.827663,3.435567,6,1
10467472,35.29795,14.754357,6,1
10467834,24.557804,-23.446068,3,1
10468014,-8.330077,-56.89794,9,1
10468065,-27.217619,-13.870839,5,1
10468245,43.514015,-24.39608,5,1
10468293,-13.619788,-14.764898,2,1
10469491,-18.501698,25.766989,1,1
10470750,26.976278,-37.405872,4,1
10470756,23.22766,-39.323933,4,1
10470765,19.271069,-26.63124,7,1
10470766,21.705536,12.284069,9,1
10471241,-6.003159,-29.023333,0,1
10471649,-18.775658,10.382472,2,1
10471650,25.687357,43.188354,7,1
10477679,25.915829,-12.073236,8,1
10479944,3.0259092,-15.438002,8,1
10479946,-6.108454,-7.2301106,8,1
10481707,5.4841886,2.502266,0,1
10483322,22.523232,0.8045416,4,1
10483608,4.6689863,-5.664205,0,1
10484791,-11.939405,16.020678,4,1
10484796,-52.2793,7.0533233,8,1
10484807,-23.89852,-16.506512,8,1
10484808,-30.17037,-50.174976,4,1
10484986,-54.633396,-11.951835,3,1
10486750,-58.09149,6.124841,1,1
10486755,23.429115,43.152096,1,1
10487276,20.871328,40.304058,4,1
10487284,23.749084,42.21728,7,1
10487287,24.086226,42.403595,7,1
10493464,49.37667,25.62045,0,1
10496302,-17.412312,-3.7016163,0,1
10499144,-6.370669,-32.792732,0,1
10499740,-11.65052,-24.782743,8,1
10500444,7.710461,0.37731156,0,1
10502617,23.044548,33.61819,7,1
10505485,-44.541405,-28.98491,8,1
10507070,27.644894,-17.601852,5,1
10509153,1.9998082,7.5634723,2,1
10510137,-6.316881,13.897731,5,1
10510159,5.399933,46.30377,7,1
10511842,-42.74552,-17.687517,0,1
10513125,-19.39649,-27.389708,6,1
10513714,36.79226,42.821655,1,1
10513791,20.94773,17.566683,0,1
10514759,5.2107816,21.639336,4,1
10515412,-11.279773,5.4806232,3,1
10517347,-47.41647,-21.201876,1,1
10517348,-8.111567,-5.069933,1,1
10519444,-50.450397,32.334824,5,1
10519448,-5.219914,18.004513,9,1
10519457,-55.603012,32.44503,1,1
10520091,0.5826607,-8.456821,0,1
10520098,-12.431459,-52.84652,5,1
10528829,29.064594,47.79781,1,1
10530675,6.823533,-3.7324162,5,1
10530696,-25.364468,-14.581107,8,1
10530698,-1.4060751,-12.514131,5,1
10533630,4.5877895,6.022484,4,1
10533699,-0.05045911,5.189305,9,1
10534212,11.642776,11.233229,9,1
10539100,56.36664,8.752049,6,1
10543676,-21.739744,-37.0931,7,1
10544915,41.598534,-14.597385,5,1
10551506,-7.4745564,-0.62430596,8,1
10551965,32.962933,25.407858,9,1
10551966,40.57222,5.6308765,5,1
10551971,-4.6133604,-5.4319015,4,1
10551974,14.619357,-10.816724,7,1
10552940,-12.249699,10.278302,3,1
10554048,9.064621,23.651108,9,1
10556183,53.913616,4.4335446,5,1
10560287,-2.3371286,-25.475672,0,1
10560800,22.95165,16.984003,9,1
10561143,-12.064272,-5.076084,7,1
10561281,5.9521303,-27.558624,5,1
10561356,-14.384299,18.024815,2,1
10561966,-12.953153,1.5360763,6,1
10562972,23.992496,39.08902,7,1
10563060,-32.186077,-31.433872,8,1
10565205,-18.781328,-24.746704,0,1
10566561,1.367935,35.36379,7,1
10572981,-45.39486,11.384062,1,1
10574190,-23.162998,24.419674,1,1
10574197,-4.554358,32.471985,1,1
10576014,-7.823549,-25.693844,0,1
10578712,5.167222,38.379925,7,1
10582067,-10.592294,18.379288,2,1
10583634,-3.0515454,9.65949,0,1
10584376,18.88596,38.06097,7,1
10584377,-2.9989316,-8.117887,3,1
10586396,-4.3074045,-19.720892,8,1
10588292,-13.960527,-23.877674,0,1
10588299,14.445702,-18.483152,0,1
10589962,10.201043,60.710976,7,1
10590682,39.747513,-16.37569,6,1
10590713,-44.972733,20.4759,7,1
10592452,12.856569,-2.002232,0,1
10592459,-17.33924,4.380054,5,1
10593131,-26.510365,-7.8674,4,1
10593132,-4.4661794,1.0820917,6,1
10594465,14.633502,1.4449052,0,1
10595047,-2.359735,-4.2798915,0,1
10597083,40.773582,-4.3235292,0,1
10597099,23.441887,-35.075043,0,1
10597120,-25.337757,-28.218452,2,1
10605434,-34.100796,-7.807512,5,1
10611616,-30.695282,-44.248714,2,1
10612268,-2.0506108,-5.9910808,0,1
10613341,-11.199473,-4.660211,2,1
10613786,9.658764,3.300856,9,1
10614016,25.479269,-31.321018,5,1
10614019,25.508623,-31.45704,4,1
10619290,6.07347,-22.381777,0,1
10620576,27.42605,-8.293353,0,1
10623319,-11.3632555,-8.817278,8,1
10625111,-44.88971,-29.363184,8,1
10626097,-54.318962,-27.292719,3,1
10629444,-20.899323,32.496708,1,1
10632472,46.63889,-25.574095,5,1
10632831,56.68733,-9.307156,0,1
10633602,-2.085407,2.686428,0,1
10633605,21.610497,-30.633028,8,1
10635053,-14.522426,2.8758736,0,1
10637903,-28.42424,-13.000583,9,1
10637956,-16.055464,-2.638622,8,1
10639985,12.979823,-5.5840983,4,1
10639989,25.692917,-36.624718,4,1
10640007,19.441097,-34.708626,4,1
10640022,4.7683296,-6.271314,0,1
10643913,27.757849,19.091524,1,1
10646394,2.1403756,-7.7091985,0,1
10647573,20.343529,2.9779165,8,1
10647802,-29.417719,16.604464,0,1
10651230,-17.060698,-12.086015,4,1
10654631,-28.262724,20.597849,9,1
10663446,-31.192148,-4.089321,5,1
10663447,-8.82794,-29.516556,0,1
10672892,-1.0070469,26.20437,0,1
10672897,-5.346316,-32.78583,0,1
10673486,-0.74712956,-23.509266,0,1
10674199,-1.2144694,-10.925811,8,1
10675019,-46.78651,33.77422,1,1
10676988,-43.84157,42.038364,1,1
10677819,50.95819,-0.32646453,0,1
10682040,-5.015703,-25.111012,0,1
10682041,-5.669184,-9.783634,0,1
10682042,-5.9500666,-32.358223,0,1
10682043,-7.408349,-33.12216,0,1
10684356,11.378649,57.107716,7,1
10687263,15.115217,36.140106,7,1
10688251,8.652908,61.544476,7,1
10688252,8.07822,60.572468,7,1
10688255,6.6267734,34.698353,7,1
10688257,15.11576,27.410252,1,1
10688268,-2.6936154,-1.0050348,0,1
10688271,-4.9612937,-5.54869,5,1
10688272,-5.290235,-19.343908,5,1
10688274,-31.285381,14.366474,2,1
10688418,44.262302,2.1591194,5,1
10689581,-44.00167,-27.519009,1,1
10690042,12.30167,-12.039419,4,1
10691121,24.265997,3.2231045,5,1
10695777,-16.888693,2.3381736,4,1
10695778,26.378452,-45.753174,3,1
10695779,-1.7663313,8.074008,4,1
10698567,-6.745082,8.0193,1,1
10698807,-3.182854,3.5766325,8,1
10699302,-4.467474,-0.7858979,2,1
10699303,-17.409014,-18.478546,2,1
10699304,-20.599234,-23.1657,2,1
10699306,-20.670687,-15.965501,2,1
10701172,-0.34381214,-6.9221106,0,1
10701432,-33.256905,47.9818,1,1
10701819,23.044537,6.194977,8,1
10703251,18.018024,-15.56257,0,1
10703293,-13.7577,9.206824,5,1
10704094,-5.9476666,-3.4641776,1,1
10704125,-47.83305,-14.493104,1,1
10708160,18.478209,-7.1050463,4,1
10708161,13.24298,-50.141106,7,1
10708172,18.573435,-2.905069,9,1
10711130,-16.670794,10.389791,0,1
10711134,-13.213048,-36.224598,8,1
10711640,-1.118278,-40.116753,6,1
10715498,-0.3079655,-16.614923,8,1
10718663,-19.434101,43.69532,1,1
10723328,-6.0997996,-0.26830938,8,1
10723341,25.05819,9.351766,7,1
10724634,49.27127,-11.796826,0,1
10724646,44.288593,-26.472502,5,1
10724650,37.588367,-21.526443,5,1
10726023,44.288548,2.0632,5,1
10726809,5.58316,-8.729756,4,1
10733213,-33.212788,28.333466,1,1
10734698,-29.088428,21.088427,9,1
10737712,-16.470968,-21.296547,2,1
10741287,16.338488,42.693752,9,1
10745710,-20.777449,-32.347885,4,1
10749516,-5.3787975,18.148064,5,1
10750473,-30.055458,2.2365499,3,1
10750520,-29.201149,21.230854,9,1
10750934,-13.226293,-17.573195,4,1
10752047,-26.892809,12.462968,2,1
10758022,50.443676,24.379494,2,1
10758585,-37.61697,-6.6938596,3,1
10758948,33.7868,-20.828564,7,1
10762302,3.2662532,-3.669345,0,1
10770413,-4.057385,42.45773,1,1
10770681,-39.377853,9.2785,8,1
10772375,13.910885,-32.19974,0,1
10772585,-3.3116121,-11.965926,5,1
10774542,-3.4580405,6.066019,1,1
10774624,-25.373095,22.459482,5,1
10774626,24.335533,42.527878,1,1
10774627,38.75204,43.982292,0,1
10774628,15.911911,43.6921,7,1
10774633,-35.71564,42.68096,1,1
10774638,-21.781242,35.68247,1,1
10776080,19.617952,-33.317284,8,1
10776394,-20.094902,-40.179173,7,1
10777082,-5.1611185,1.2412091,3,1
10777083,-25.109287,-16.909348,3,1
10779448,21.402506,-30.792902,2,1
10780196,-2.5808365,-17.940214,9,1
10786482,8.752042,-4.1740656,0,1
10789718,1.7981714,2.9966042,4,1
10790718,-9.286335,-8.9261,0,1
10795941,3.3219404,6.895042,9,1
10797777,-33.04731,-31.98247,8,1
10800008,-1.7118839,-15.880649,8,1
10801244,28.521502,24.438107,9,1
10802415,-14.756446,-17.623158,4,1
10802993,22.321848,-2.2352152,7,1
10804348,-29.754784,1.7394994,3,1
10805519,40.398922,34.410797,3,1
10808826,1.1165124,-10.607007,0,1
10808885,-13.928464,-17.292488,2,1
10809346,-12.907935,-6.330356,8,1
10811238,-43.960613,-29.72408,8,1
10814745,23.422375,34.28281,7,1
10814746,23.313,34.241222,7,1
10814748,23.000206,34.055798,7,1
10815321,9.294735,-2.942075,0,1
10816754,-4.2219687,-3.7387168,4,1
10823293,-31.07179,-32.390762,0,1
10823294,26.95191,-2.584745,8,1
10823376,-0.72345436,38.48855,0,1
10823378,-0.17404363,38.4394,7,1
10823524,27.871372,17.512955,3,1
10826665,-34.314716,-30.302858,8,1
10828901,18.41935,-7.7326827,4,1
10831925,-17.919111,-37.356457,7,1
10832939,51.155987,0.44151473,0,1
10838975,16.565504,-28.825222,8,1
10839659,-6.5263095,-31.98766,2,1
10840252,-10.42232,-23.774101,0,1
10842563,18.561176,-6.1790957,8,1
10845673,-30.144308,2.5317085,3,1
10846148,-2.9749067,-34.439137,0,1
10846347,-54.31383,-27.289852,3,1
10847424,-54.939728,1.2879963,1,1
10850395,2.7456331,57.130184,3,1
10850401,-43.59075,-27.18576,8,1
10850560,37.092846,10.108872,5,1
10850583,-49.490005,29.909504,5,1
10851556,-50.14692,18.723223,4,1
10852081,55.66198,-0.26251897,0,1
10852096,-44.33743,-26.843235,8,1
10852456,15.628847,2.9419162,7,1
10852623,5.657719,45.870605,5,1
10852628,-1.9887557,-0.9237179,7,1
10852654,-8.916703,-31.569464,0,1
10852692,25.022285,-12.417115,0,1
10852693,19.000568,-29.122091,8,1
10853876,13.487831,42.292458,9,1
10855120,-24.326448,4.335642,3,1
10855844,-4.715322,-4.3582954,5,1
10859580,56.716568,-9.2805195,0,1
10859630,7.826735,-16.501057,0,1
10863139,-24.756725,-7.915597,9,1
10865602,30.212238,26.551725,9,1
10866420,42.768284,-19.992525,0,1
10866421,42.619175,-25.29008,5,1
10867972,-58.401115,24.026552,8,1
10868634,10.350216,56.665253,7,1
10871329,15.584449,36.044327,7,1
10876442,7.9282775,-34.82909,8,1
10876454,-12.652096,-0.40972814,7,1
10876477,14.80076,-28.846476,8,1
10876541,-32.329353,-9.251737,0,1
10877014,-7.4246144,-40.370934,0,1
10880728,-47.71598,-3.216824,5,1
10885841,-0.3810713,9.61022,9,1
10886116,9.257497,-15.738318,4,1
10887614,-5.937866,-6.09387,0,1
10890474,38.3737,-26.793236,6,1
10890749,-8.507607,1.0903096,1,1
10896407,-5.8831186,-40.800144,0,1
10901127,-22.856995,33.397594,1,1
10904240,15.708458,-9.537676,0,1
10905511,9.417806,26.986465,4,1
10910661,-55.76628,9.018471,9,1
10912700,7.565766,23.70627,4,1
10915232,17.86951,-5.051306,4,1
10919591,10.207956,56.91621,7,1
10922957,-17.602337,13.304033,0,1
10926265,60.057613,2.8023145,6,1
10927985,58.73045,3.9877865,6,1
10928046,-11.362614,-16.356478,2,1
10928651,54.473198,13.620522,1,1
10935687,-38.10049,-4.019646,2,1
10938494,-10.359899,-4.087207,0,1
10941344,45.73577,-18.146692,0,1
10942174,10.99315,-59.31807,3,1
10942176,0.35039398,7.7402167,9,1
10942179,-26.615503,-0.92086965,2,1
10942186,-41.78148,-6.832392,5,1
10942189,-28.140448,30.167202,1,1
10944659,-7.099094,-6.5083365,8,1
10947316,-18.052017,13.531451,2,1
10952622,-49.644917,18.189053,2,1
10954060,-37.628483,-25.727705,8,1
10954065,-45.807808,-21.575788,8,1
10957847,0.20401089,-11.95953,4,1
10959215,-22.75975,-40.93479,5,1
10963245,57.242,-8.101443,0,1
10967148,-2.958311,-29.91293,0,1
10968491,-20.724112,2.365767,3,1
10968516,-22.875778,6.947836,0,1
10970925,-6.0977116,-15.784791,0,1
10971395,41.353134,33.786983,0,1
10971782,6.8908086,14.606885,9,1
10973677,59.90056,0.73016524,5,1
10974171,4.0959425,-1.8774693,2,1
10976660,-6.9010515,40.241592,6,1
10979421,-23.169168,-44.864784,8,1
10985649,-13.079351,19.216135,0,1
10987195,-20.213806,-36.92502,7,1
10989719,-22.369974,-26.951216,9,1
10989721,-11.858901,16.925066,2,1
10994377,-1.1936734,3.3980148,8,1
10994834,38.638504,-28.015568,5,1
10997793,42.11598,3.2039733,5,1
10998836,-3.0805905,-4.7427,7,1
11000607,24.780874,-34.654785,4,1
11004298,1.8711314,-23.40416,2,1
11006943,-0.9986365,5.6608276,7,1
11009053,-3.502766,-9.144299,0,1
11010055,17.323643,-10.12315,4,1
11013791,-4.128131,-6.9715567,0,1
11014472,-50.45874,21.635544,9,1
11016267,15.41662,-4.6554737,4,1
11016269,-12.815471,-13.742519,2,1
11018690,24.507885,43.18744,1,1
11019834,-4.1083245,36.297474,9,1
11019963,63.78538,2.0347002,6,1
11022100,42.614155,4.591756,6,1
11027912,-18.128435,-52.12665,0,1
11030526,37.071667,-17.898,5,1
11033693,-0.5310134,-1.1832472,4,1
11034037,26.896246,0.86752015,0,1
11034255,-59.82302,14.091575,5,1
11034256,27.204542,23.94807,9,1
11034257,-0.86062425,10.920528,9,1
11034259,-37.647465,18.619776,5,1
11034260,-0.32716343,35.487804,9,1
11034262,0.34549153,4.3815994,9,1
11034265,-8.276369,36.362873,1,1
11034266,-2.7641006,59.5007,1,1
11034268,-3.4634194,42.867783,1,1
11034269,-35.69322,42.662777,1,1
11034270,-42.08659,16.146862,1,1
11034271,-18.146616,33.191822,1,1
11034533,-33.336395,38.52562,1,1
11034537,-35.780457,20.427984,1,1
11034752,12.712362,-27.196,8,1
11042238,58.71822,-0.4200046,5,1
11044537,-30.309784,-11.099083,5,1
11045042,-22.999624,-39.473137,7,1
11052051,23.83431,-36.42264,4,1
11056773,19.531282,-5.6232243,4,1
11056786,-23.767965,4.7137303,4,1
11057794,6.002817,17.49679,9,1
11057797,-7.2628317,-0.9912705,7,1
11057817,14.346766,-5.7306805,4,1
11059259,-8.696145,-4.8728123,5,1
11062210,-3.8359294,2.3074367,1,1
11062621,-10.675365,-47.281864,5,1
11064491,-38.47818,-45.81558,5,1
11067326,1.8056998,-2.7526066,0,1
11068481,-27.436415,-8.50661,4,1
11068499,2.9614656,36.384575,7,1
11070717,-21.932953,3.7956107,4,1
11070752,-9.266153,-1.8767842,8,1
11074901,52.00805,-0.7528945,0,1
11076339,-10.332002,-6.7590036,8,1
11077846,-22.858355,6.9412065,0,1
11078231,26.573284,-16.111689,7,1
11078240,14.329992,-12.463884,4,1
11078252,4.6468825,-9.513935,7,1
11086778,7.0537057,12.013798,9,1
11089274,15.513256,-4.878665,5,1
11091472,13.824893,-3.0546045,4,1
11092218,23.33329,13.362068,5,1
11092608,-32.411217,-5.2485003,5,1
11092609,-34.686707,-11.520645,5,1
11092611,-32.49719,-4.437499,8,1
11094504,27.54749,-34.697216,4,1
11094505,1.852506,-47.40516,8,1
11103043,-14.983003,-31.782064,8,1
11103099,-21.870604,-36.037605,7,1
11103239,2.780498,7.6577644,4,1
11106142,-21.022367,-12.337001,9,1
11111547,20.24941,18.719149,0,1
11111550,21.802128,-30.829489,8,1
11111599,-30.174734,2.2536025,8,1
11114057,7.3006415,15.649844,1,1
11126272,16.501137,-5.678371,4,1
11127697,13.372688,-31.928596,0,1
11128233,38.703358,24.947008,9,1
11128235,26.672722,23.789236,9,1
11128239,27.640627,44.81287,1,1
11128240,-33.38559,22.932106,1,1
11128241,-24.664944,31.620768,1,1
11128242,38.65478,41.33324,1,1
11128243,-24.22169,21.584192,1,1
11129082,22.104267,30.825224,1,1
11129559,-27.624428,-24.71523,0,1
11129758,-25.062279,2.5134287,8,1
11129808,-16.72621,-24.444025,2,1
11130223,26.86068,0.8743672,0,1
11130294,-32.604107,23.75425,5,1
11135052,9.088778,31.27708,7,1
11135126,-3.774407,-6.6956515,0,1
11136200,-32.321857,21.486658,7,1
11136379,-49.483604,29.901663,5,1
11136385,0.322478,-4.608932,0,1
11136646,10.540595,-13.468018,8,1
11144450,-24.725212,-2.9538589,0,1
11144463,-25.084122,-1.8218396,3,1
11144545,-39.437706,-16.44517,0,1
11146896,-6.6854177,-8.984947,8,1
11147908,-9.894286,-50.586594,8,1
11149071,17.829649,22.650545,4,1
11149429,-13.450801,-5.1728063,4,1
11153621,-9.440356,-21.92168,8,1
11155576,-3.7707088,-6.5187287,0,1
11156362,29.028872,47.771713,7,1
11156363,3.1681767,57.48275,7,1
11156504,-53.54382,26.494955,5,1
11157124,-33.21159,-31.185299,0,1
11160584,-1.5848922,-10.589308,0,1
11160792,-38.22623,-25.636183,8,1
11162751,-2.959419,-22.184296,8,1
11170235,-29.060162,41.226097,1,1
11174097,-5.5139194,-1.6965817,0,1
11174239,-11.42537,-20.275673,0,1
11175632,12.949613,32.578472,1,1
11177273,-8.342201,9.893983,4,1
11177493,-38.41643,-45.93225,9,1
11178326,-55.569237,8.965088,9,1
11186249,57.225094,1.0051448,5,1
11188565,2.682733,-6.7694273,0,1
11190801,46.72265,-19.132925,5,1
11190903,8.764114,-3.384479,6,1
11191170,-16.201584,-13.777545,5,1
11192556,-20.924883,-0.9864422,9,1
11192828,-14.030474,-15.438621,6,1
11202212,-17.046412,4.3322477,5,1
11204219,-25.084473,33.96744,1,1
11204588,27.331415,-3.207037,0,1
11205190,-4.7338314,-3.8461769,0,1
11206039,-37.276855,-2.1425421,1,1
11206041,2.7115252,9.535433,1,1
11206044,-24.815935,33.659897,1,1
11206045,-27.064062,30.265554,1,1
11206046,-15.479415,43.711357,1,1
11206047,-35.206593,21.409084,5,1
11207870,10.464765,-36.446117,4,1
11211648,-2.47575,-28.688065,0,1
11213859,34.66463,-18.036358,5,1
11213940,21.932356,-1.1809522,7,1
11214189,-7.926735,-1.4842707,9,1
11215701,-6.114679,-1.8868049,2,1
11217202,20.985212,41.22471,7,1
11218242,6.0414495,-59.573452,3,1
11218441,19.410831,-5.7634845,4,1
11219245,35.89027,-15.838133,5,1
11222403,-46.74907,-0.8930782,4,1
11229270,-5.5441,-31.741606,0,1
