PMID,col1,col2,topic,period
10519453,53.500378,0.2915256,7,1
10519454,13.604663,-1.0893358,4,1
10519455,60.340366,-5.850417,9,1
10519456,29.962824,8.35026,9,1
10519457,94.37154,-9.570819,9,1
10519458,49.017963,-33.116203,7,1
10519459,77.95619,-7.205373,7,1
10525029,-19.775469,38.48228,4,1
10533699,-22.374306,19.671953,4,1
10546861,40.31542,-15.808251,4,1
10546923,71.049545,30.894829,4,1
10554048,-8.957083,36.46771,4,1
10563181,-24.083742,-54.790264,4,1
10566561,-23.400383,-53.145588,4,1
10574190,26.46355,45.69526,9,1
10574197,11.53156,70.39757,9,1
10578154,-34.64661,-27.521482,4,1
10579476,-16.624662,-59.72239,4,1
10589962,-18.771845,-66.83063,4,1
10590713,19.35169,31.43586,4,1
10594465,-21.44593,1.1147316,4,1
10604816,-40.9962,-21.220697,4,1
10604817,63.694088,10.099214,0,1
10604818,15.693087,35.494984,14,1
10604819,-50.451168,71.546394,14,1
10604820,16.34075,43.978447,9,1
10604821,33.792625,17.825653,14,1
10604822,-0.7953635,35.91806,4,1
10604823,78.90687,36.182156,1,1
10604824,17.427954,-53.158318,9,1
10604825,12.552679,-40.472355,1,1
10604826,67.4237,4.5036993,10,1
10604827,-48.750988,43.06535,9,1
10604828,-11.329849,-3.290084,9,1
10604829,-0.16587205,-57.58371,4,1
10604830,38.355534,12.691224,9,1
10609607,45.662037,21.42036,14,1
10612554,74.80138,33.02598,1,1
10620574,35.679955,-17.169483,9,1
10625111,79.024956,-12.175446,7,1
10628897,64.50538,-38.208824,4,1
10657059,25.211794,-0.22720256,4,1
10663446,40.57668,17.213133,14,1
10663447,-41.506096,34.612206,4,1
10676988,-57.617596,-11.367578,9,1
10676997,-32.993694,-64.27277,9,1
10684356,-18.057873,-68.95504,4,1
10688249,-15.747337,-1.9507457,4,1
10688250,-17.205233,-59.363182,4,1
10688251,-11.539126,-71.41296,4,1
10688252,-12.310387,-71.77342,4,1
10688253,-8.989176,-77.23762,4,1
10688254,-13.13596,-31.631058,4,1
10688255,-21.57741,-52.95053,4,1
10688256,-49.663105,-29.24697,4,1
10688257,-17.265299,-29.919561,4,1
10688258,-32.264076,-48.90695,4,1
10688259,-3.5008292,-9.469143,8,1
10688260,-9.186497,-0.41286916,4,1
10688261,4.828571,-23.094223,2,1
10688262,-49.40549,38.729767,4,1
10688263,7.3600984,-9.979272,7,1
10688264,-49.41101,38.731945,13,1
10688266,-5.259705,2.5876212,9,1
10688267,3.1810224,2.1216538,4,1
10688268,-8.879483,-2.513487,4,1
10688269,-10.336669,-11.243928,4,1
10688270,-10.315166,-11.267764,9,1
10688271,22.5935,-43.282494,7,1
10688272,24.568893,-42.572998,7,1
10688273,53.873455,-33.724266,7,1
10688274,28.443851,-16.852669,14,1
10688275,47.956352,21.659399,14,1
10688276,17.529814,-21.456438,15,1
10688277,-33.951126,-12.379971,4,1
10691121,47.31447,53.714787,14,1
10693984,-17.045067,-29.967562,1,1
10698567,-16.99548,4.6302104,7,1
10701432,40.34863,17.250368,9,1
10702552,-25.125427,38.846634,4,1
10704125,56.33374,-20.681055,9,1
10718663,-0.8405744,-19.026804,9,1
10719906,40.80619,0.5336918,9,1
10720564,50.27297,-14.677433,14,1
10733213,5.726642,-4.5612674,9,1
10749516,39.801357,21.661888,4,1
10759685,30.263056,-38.56576,7,1
10761535,0.9694874,77.76993,4,1
10765466,42.285683,35.464252,9,1
10770413,-12.845471,-30.279669,4,1
10770460,50.059,-27.284441,14,1
10772431,39.661022,-19.505804,14,1
10774624,41.963318,-43.741096,7,1
10774625,78.73861,35.8049,15,1
10774626,-14.85693,-42.846462,1,1
10774627,72.85073,33.99283,4,1
10774628,-4.7387424,-60.02184,4,1
10774629,22.555157,17.974815,1,1
10774630,57.5891,0.42863914,9,1
10774631,-44.390526,-4.1474853,9,1
10774632,38.62303,-31.21372,9,1
10774633,94.56468,-9.769267,9,1
10774634,54.621277,-40.325905,7,1
10774635,47.97182,-31.887466,7,1
10774636,-19.64595,-18.007551,9,1
10774637,40.850254,73.53763,4,1
10774638,33.13453,0.25047824,9,1
10774639,41.84347,42.20641,7,1
10782701,0.70084643,27.549736,4,1
10797881,-7.710132,22.015535,13,1
10798293,33.140434,-16.46837,9,1
10798303,34.81401,0.44778094,9,1
10801244,-21.355818,36.999584,4,1
10823294,38.169403,-44.098328,4,1
10823370,-11.63104,-29.868326,9,1
10823371,-11.88028,-29.849766,9,1
10823372,-11.727082,-29.85153,9,1
10823376,-12.956882,-32.295784,4,1
10823378,-13.073923,-32.83546,4,1
10839773,-10.2721195,36.57085,9,1
10843461,-6.761977,-42.644962,4,1
10850388,39.519417,42.75034,12,1
10850389,50.29214,-28.47369,7,1
10850390,-24.287603,34.451683,4,1
10850391,74.49176,-27.607693,7,1
10850392,-50.236725,-22.041634,4,1
10850393,42.973457,-43.048744,9,1
10850394,66.585014,-44.149494,9,1
10850395,-15.531004,-80.2117,4,1
10850396,-42.271057,-36.39834,4,1
10850397,12.664852,-23.945942,4,1
10850398,51.460262,-33.13111,14,1
10850399,-16.88932,20.864773,14,1
10850400,47.719364,1.3848732,14,1
10850401,80.3486,-13.788988,4,1
10850402,-2.3080077,-40.0794,4,1
10850403,4.1287274,-56.110596,4,1
10850404,-16.999016,20.872307,14,1
10850405,-2.3029573,-40.193554,4,1
10850406,62.192013,36.527187,4,1
10851556,-61.882008,43.63727,4,1
10853876,1.9332473,-62.079605,4,1
10855844,-53.308056,40.892525,4,1
10860900,30.328777,-15.861464,4,1
10862124,72.33586,-0.70609105,9,1
10867972,51.255,57.04885,14,1
10868634,-18.327599,-70.75095,4,1
10872642,1.5983459,39.42986,14,1
10888311,-12.179191,-0.4304268,4,1
10901127,41.103127,-44.561584,9,1
10901148,20.272923,-64.85985,9,1
10905511,-4.1944666,-53.908,4,1
10922957,25.64183,-17.908518,4,1
10926256,-15.742821,-4.6569343,4,1
10926893,42.647198,37.243385,4,1
10928651,62.318233,24.53907,9,1
10930147,31.330088,-20.648996,14,1
10942173,24.995804,-7.1168904,17,1
10942174,-42.986553,-69.89168,4,1
10942175,23.82293,-64.42555,4,1
10942176,10.532577,52.562054,4,1
10942177,82.436195,20.905006,7,1
10942178,47.08188,-34.265812,7,1
10942179,40.117767,-15.4947195,4,1
10942180,25.014997,39.113922,3,1
10942181,22.160564,-28.497967,9,1
10942182,-12.654047,-31.632736,9,1
10942183,61.520306,23.856724,1,1
10942184,23.577656,31.765005,3,1
10942185,39.656673,-19.327057,14,1
10942186,38.374462,-51.500393,4,1
10942187,24.267708,-7.2229505,4,1
10942188,37.44187,19.206072,9,1
10942189,35.124184,-16.5087,9,1
10942190,8.244502,-44.65061,1,1
10942191,57.531902,-20.548172,7,1
10942192,48.910175,-32.670986,7,1
10947316,26.353205,-18.513529,4,1
10970925,-12.494244,-8.775925,4,1
10971782,-2.7805507,40.158176,4,1
10976660,20.835505,-67.68105,4,1
10994377,65.886536,-17.841835,4,1
11014472,27.369045,36.088627,4,1
11020035,19.097136,31.60191,4,1
11028766,11.084828,-39.192375,1,1
11034253,-36.878674,17.640959,4,1
11034254,48.91413,-33.480225,7,1
11034255,64.26753,53.10346,9,1
11034256,-21.050335,30.00281,4,1
11034257,-4.8057895,-54.596188,4,1
11034258,-13.516151,-32.135277,4,1
11034259,65.80359,33.27574,4,1
11034260,-16.377079,-60.075115,4,1
11034261,-19.021194,-17.720955,4,1
11034262,8.498206,20.929493,18,1
11034263,-52.188786,40.386986,7,1
11034264,72.43305,24.986298,14,1
11034265,21.27704,84.63631,9,1
11034266,-45.481346,-1.4320279,4,1
11034267,71.90629,33.99552,4,1
11034268,-11.056465,-31.377977,9,1
11034269,7.104979,-19.682693,9,1
11034270,47.17532,13.685505,9,1
11034271,26.36432,-3.9324098,9,1
11034272,34.393665,28.358747,9,1
11034273,13.017981,60.911453,4,1
11034537,59.41568,31.659903,1,1
11041319,79.15753,-12.517122,7,1
11045889,-6.1262975,35.024723,14,1
11051215,-53.04617,-15.186054,4,1
11059259,35.328777,-42.622967,7,1
11064183,70.86371,15.445463,0,1
11069437,70.93619,14.969221,4,1
11076069,31.119032,5.11853,9,1
11076078,55.57169,-54.077873,9,1
11089277,49.03891,-61.83811,4,1
11092608,44.47687,20.609972,4,1
11103900,-7.676017,-14.112253,9,1
11106142,50.165363,-28.32372,14,1
11114057,82.78753,-34.519596,9,1
11124341,-38.624603,-21.337637,4,1
11128230,12.407307,-23.498417,4,1
11128231,-10.805999,11.041388,4,1
11128232,63.953003,53.06897,14,1
11128233,-23.185272,37.843517,4,1
11128234,-38.22557,21.091803,4,1
11128235,-20.908884,29.722294,4,1
11128236,49.552914,-28.696451,4,1
11128237,-8.049219,46.49444,4,1
11128238,38.755573,-33.71347,4,1
11128239,9.656311,-40.620808,1,1
11128240,54.574684,31.537958,9,1
11128241,44.586067,-20.918648,9,1
11128242,69.76976,37.346016,1,1
11128243,0.47953975,-43.076237,9,1
11128244,-10.445479,17.187857,7,1
11128245,2.0452044,-7.637275,4,1
11128246,49.44515,58.53286,14,1
11128247,-54.409824,43.039955,1,1
11129082,4.141293,-61.938606,9,1
11136292,-26.304037,-27.601633,4,1
11147932,79.85853,-11.772811,14,1
11156362,-40.28379,-17.909292,9,1
11167666,-60.51564,35.204147,14,1
11170235,15.156325,-11.015385,9,1
11174097,-25.898613,-10.027853,4,1
11175632,-13.233716,-0.67273057,4,1
11178326,-80.22559,-8.37624,4,1
11186249,-37.240784,19.938128,4,1
11192472,-11.247423,26.482767,4,1
11192870,27.38986,46.373936,14,1
11204214,37.186787,-1.1298287,9,1
11204219,31.319693,9.512028,9,1
11206036,70.80823,15.892522,7,1
11206037,75.55479,5.327955,4,1
11206038,15.720395,-20.50985,14,1
11206039,21.430172,8.730777,9,1
11206040,-18.98604,-66.77077,4,1
11206041,-11.063351,30.672663,4,1
11206042,11.328598,61.407387,4,1
11206043,53.106667,0.16696756,7,1
11206044,65.66842,-16.108812,9,1
11206045,35.52783,-17.159725,9,1
11206046,6.247103,-18.19598,9,1
11206047,47.0985,33.405838,9,1
11206048,42.224567,41.82827,7,1
11206049,-51.95578,-22.614246,7,1
11217202,-28.279728,-47.759945,4,1
11217874,-0.058533903,80.74712,4,1
11218242,-40.423206,-71.48045,4,1
11219484,-21.521532,1.4098092,4,1
11236809,-26.832893,-14.758506,4,1
11236810,-27.251493,-27.788654,4,1
11239510,-17.8304,-59.030506,4,1
11242663,-2.9713676,-38.943356,4,1
11248471,-29.296116,-20.3819,9,1
11253616,51.1879,60.43348,14,1
11279772,-39.858723,24.143934,4,1
11280621,12.698863,60.67217,4,1
11291759,19.596825,31.369057,9,1
11293909,75.455505,34.919346,4,1
11294509,-9.378082,-61.826363,4,1
11294510,50.16102,51.653545,7,1
11294511,-21.020557,-68.88744,4,1
11294512,-29.628883,-26.58788,4,1
11294513,-0.5738432,-68.14425,1,1
11294514,45.150455,-39.83652,7,1
11294515,44.03459,36.964764,1,1
11294516,-6.91718,-42.799694,4,1
11294517,55.264477,-32.73309,9,1
11294518,-10.365452,-54.44576,9,1
11294519,-61.911934,43.655704,4,1
11294520,-6.7677016,-0.98793054,17,1
11294521,44.73093,-2.2176971,9,1
11294522,24.834986,-6.962524,4,1
11294523,-43.02471,17.460247,3,1
11307363,-7.003638,-44.908398,4,1
11313681,14.9134445,-74.94829,14,1
11318398,70.90397,15.34152,4,1
11327197,-4.1870174,16.362349,4,1
11328550,-28.613573,-26.949194,4,1
11345481,35.96629,-36.047688,4,1
11360023,76.689384,1.0015228,14,1
11360024,4.8195415,42.855835,14,1
11360025,-2.5056264,62.50031,4,1
11360026,-1.3579608,37.107075,14,1
11360027,36.403503,33.379597,4,1
11360028,47.497738,14.699389,14,1
11360029,57.520603,-20.687399,7,1
11360030,57.727688,-21.034998,7,1
11360031,-6.500085,24.33928,4,1
11360032,-34.992043,-22.0528,9,1
11360033,26.171267,35.89787,9,1
11360034,19.688251,3.731753,14,1
11360035,61.312244,23.489147,9,1
11360036,-59.196526,-10.810932,4,1
11360037,13.796161,-28.184711,9,1
11360038,17.547596,-30.470795,1,1
11360039,29.327904,40.630123,9,1
11360040,6.751058,-18.517574,9,1
11360041,-7.978797,-14.464365,4,1
11360042,61.982132,15.46723,4,1
11368293,-31.7061,-26.882221,4,1
11370995,38.6425,-31.24595,9,1
11371222,-13.233878,-0.68603367,4,1
11372006,-52.5177,-23.083618,7,1
11372585,70.10493,30.89933,14,1
11379957,46.190144,61.376656,9,1
11380576,48.808006,57.96764,4,1
11386494,-57.599663,-54.653126,4,1
11393724,74.855705,-12.311428,9,1
11394933,-26.206797,13.034221,4,1
11399981,36.160793,-20.240301,14,1
11402631,15.646354,7.8455215,4,1
11408994,30.338985,-15.551563,4,1
11412815,37.442844,-45.644756,7,1
11419562,-53.0649,-15.203581,4,1
11420894,41.707016,34.078976,14,1
11422606,50.54247,59.755856,14,1
11437692,-0.8919707,-59.242565,4,1
11451038,5.072846,66.85465,9,1
1146765,-11.27756,-2.9599597,9,1
11468234,20.732563,-66.993195,9,1
11475466,-32.116997,4.0351963,4,1
11475800,-22.857769,2.1620677,4,1
11475801,-26.189976,-10.129936,4,1
11475802,2.6635964,-34.957615,4,1
11475803,22.616976,-43.360023,4,1
11475806,20.08213,-26.965088,14,1
11477312,11.239251,-3.4701102,4,1
11477313,36.483826,-13.248808,14,1
11477314,24.262041,-41.930656,7,1
11477316,-44.544624,-28.8919,4,1
11477317,50.238605,-28.461542,7,1
11477318,23.39896,2.080478,0,1
11477319,36.06826,51.50671,14,1
11477320,33.308235,-16.91578,9,1
11477321,28.984749,2.8090641,9,1
11477322,36.451965,-20.801853,14,1
11477323,23.992586,-64.25103,9,1
11477324,32.483364,1.3678778,9,1
11477325,67.02706,-17.574816,7,1
11477326,77.017685,10.884924,0,1
11477327,31.638031,-28.785242,4,1
11477328,62.90689,4.4414077,12,1
11477329,40.558697,-44.534832,7,1
11477330,-26.94194,30.270483,4,1
11477331,37.77275,4.5408955,9,1
11477332,12.687533,60.109203,4,1
11486821,35.042175,-16.14557,9,1
11487971,-5.075077,-0.52633566,9,1
11488777,-28.70754,4.390032,4,1
11489288,41.86395,22.619106,4,1
11499485,66.863396,-17.15191,9,1
11499851,-3.9107869,28.234282,4,1
11501221,75.45595,5.485871,9,1
11504336,23.405542,-15.694538,4,1
11512643,33.79946,-1.4227518,4,1
11519126,-28.962187,-29.784327,4,1
11521893,-7.0563884,1.7020184,9,1
11522119,-18.277672,-70.129395,4,1
11523122,-43.63097,55.753548,4,1
11523724,-12.940721,-32.2349,4,1
11524033,45.01147,21.994505,14,1
11531654,52.292484,-37.88643,7,1
11549206,51.28086,-35.91626,7,1
11564048,-19.467169,-4.069148,4,1
11564049,40.519627,14.464036,4,1
11564050,-4.376905,15.179735,10,1
11564051,-37.27458,65.70991,4,1
11564052,30.263056,-38.56576,7,1
11564053,-27.17212,-10.506626,4,1
11564055,-47.33258,-74.862045,4,1
11564057,-5.3053904,-5.3651414,4,1
11564058,-21.445868,1.1147335,4,1
11570149,-17.335732,53.015354,4,1
11571833,-22.363758,14.584941,4,1
11573850,79.24145,-12.287378,7,1
11578795,44.168755,31.129473,4,1
11585002,27.866867,-19.735392,4,1
11585128,37.72896,18.590342,9,1
11587344,43.314808,-42.714306,7,1
11591894,78.04868,1.7727325,4,1
11591895,-11.8033695,39.524452,4,1
11591896,-11.674503,-69.77098,4,1
11591897,-8.652864,-77.603905,4,1
11591898,18.62524,-65.586044,4,1
11591899,5.802933,66.45468,9,1
11591900,-44.173153,-74.86018,9,1
11591901,7.3106523,41.17902,9,1
11591902,13.286645,0.47660896,9,1
11591903,70.66075,16.052568,14,1
11591904,21.400158,-50.097157,4,1
11595558,-16.67776,-70.419266,4,1
11600293,-5.286028,-20.573055,9,1
11642313,-44.830837,-21.361124,5,1
11673876,24.024837,23.930887,7,1
11678370,40.34017,9.021415,9,1
11679679,-13.824565,46.3687,4,1
11688535,-37.710743,71.48054,4,1
11694236,1.1085861,28.534435,4,1
11694265,-39.938244,-17.878477,4,1
11696284,-38.62341,-71.95841,4,1
11704784,-13.717221,30.008772,4,1
11704788,14.876826,-74.95551,14,1
11704898,67.16363,-17.391737,7,1
11709326,9.008629,51.57735,4,1
11721679,4.875831,36.980217,14,1
11735602,-4.848453,-38.761345,4,1
11735603,-20.501354,22.406887,4,1
11735605,-22.76409,53.924507,4,1
11735651,20.254782,-24.262718,4,1
11736859,-67.30552,35.20959,4,1
11737387,32.343662,-20.745096,14,1
11746922,14.268317,3.0888562,9,1
11768177,76.2747,0.11466534,18,1
11770808,-14.98154,-44.289783,4,1
11792161,37.216587,23.09615,14,1
11802090,28.422209,-16.525238,14,1
11802091,19.642252,3.7185028,4,1
11802092,22.232141,17.349201,1,1
11802093,47.06223,-34.307156,7,1
11802094,-16.01193,14.849393,4,1
11802095,47.389954,15.481704,14,1
11802096,5.963254,-31.303478,4,1
11802097,-32.3708,-25.07047,9,1
11802098,-31.625347,-26.27555,4,1
11802099,-60.52855,35.217033,4,1
11802100,45.43395,-44.30134,7,1
11802101,46.83828,12.8813,9,1
11802102,-6.0858717,-72.53491,1,1
11802103,58.36846,-19.54425,7,1
11802104,35.88962,-17.033876,14,1
11802105,-44.121788,-19.094488,9,1
11802106,51.0396,31.666595,16,1
11802107,12.669836,-23.884645,7,1
11802108,-5.0083723,-51.154755,9,1
11802109,-6.387531,-77.01037,4,1
11802110,-16.8286,-58.773895,9,1
11805715,-7.2420793,30.369165,14,1
11805717,70.46283,5.721386,4,1
11805718,25.76478,-18.543642,4,1
11805719,-17.349272,-29.91219,4,1
11805720,-24.21904,-57.642006,4,1
11805721,1.9630715,-55.021366,4,1
11805722,-30.666248,-47.42504,4,1
11805723,-6.4915295,-36.73591,4,1
11805724,25.828726,-46.23474,4,1
11805726,40.50112,18.602045,4,1
11805727,42.93487,21.848043,4,1
11805728,44.47828,19.735899,4,1
11805729,41.796326,18.534903,14,1
11805730,-19.753868,-25.712366,0,1
11805731,-32.96218,-64.4543,4,1
11805732,4.917761,-18.345692,9,1
11805733,-3.8854413,-20.176424,9,1
11805734,-1.7591834,-24.518835,9,1
11805735,12.238873,-23.32874,4,1
11805737,-3.6243153,-7.8747864,7,1
11805739,76.7302,0.33492368,4,1
11805740,-7.094647,-6.379407,4,1
11805743,15.011235,-30.825256,7,1
11817028,0.84729564,-2.5501766,9,1
11817038,32.618786,-18.441109,9,1
11817042,-62.62356,39.137135,9,1
11825098,-8.507322,-47.354546,4,1
11829197,13.552834,-82.99209,4,1
11829202,12.65637,60.147923,4,1
11832697,31.970724,-21.027039,4,1
11833142,-12.723106,-33.965378,4,1
11835079,68.958115,30.327032,4,1
11838409,23.475634,-15.641417,4,1
11847535,-13.669491,30.04684,14,1
11852962,-21.567652,-2.2697084,4,1
11856782,-12.846494,-71.02681,4,1
11860744,6.9928102,-38.684444,1,1
11861442,-6.0255795,-72.46637,4,1
11862246,10.393889,-12.452565,4,1
11866383,-4.31204,12.048276,9,1
11868803,-8.926409,-66.271805,4,1
11876020,43.290863,9.335998,9,1
11876509,48.59974,-16.950396,9,1
11876575,41.72103,-43.810387,7,1
11883658,21.81736,9.5929165,4,1
11888054,31.08732,5.147727,9,1
11888332,-22.851366,-52.490574,4,1
11888353,-3.543538,29.578402,4,1
11897965,70.278046,11.616178,4,1
11897966,14.504633,-31.499586,9,1
11897967,65.36409,-2.3490012,9,1
11897968,-5.202754,-0.08737421,9,1
11897969,13.673484,-52.221336,9,1
11897970,73.35037,4.0843205,9,1
11897971,4.6796885,-18.20871,4,1
11897972,-3.522218,-19.52211,9,1
11897973,12.043202,-32.02804,16,1
11897974,25.839376,-53.162254,7,1
11897975,7.987875,-14.254291,9,1
11897976,35.040096,-16.418533,9,1
11897977,-12.365198,-71.13964,4,1
11897978,-13.261153,32.67427,4,1
11901656,23.693533,-13.32735,14,1
11906264,72.762856,29.269915,9,1
11908757,42.296635,41.80998,7,1
11933027,33.26068,-18.199572,9,1
11936707,47.884445,-36.248753,7,1
11952020,-7.8853493,-32.176437,4,1
11953659,-15.019157,-27.222488,4,1
11959572,1.6821389,39.522453,14,1
11960153,50.368416,60.878002,9,1
11964901,28.615143,-16.54741,14,1
11968839,-44.648865,57.54682,1,1
11978172,47.564014,14.380159,4,1
11978502,-21.031033,14.368316,4,1
11981361,-9.098063,28.830921,14,1
11996488,-0.22708464,-18.623438,9,1
12004942,8.024745,-9.138524,9,1
12005224,-18.821138,-1.8154796,4,1
12011820,-1.4590257,37.07285,4,1
12016901,14.870532,-48.735073,9,1
12021621,28.202559,-16.955711,14,1
12021622,38.051205,19.053167,14,1
12021623,50.79524,24.453169,15,1
12021624,-30.2875,-46.310417,4,1
12021625,-44.732838,-72.95134,4,1
12021626,-19.517311,29.491913,14,1
12021627,37.972355,19.0418,14,1
12021628,30.18472,54.759697,4,1
12021629,42.538967,37.328014,14,1
12021630,41.65499,36.352997,4,1
12021631,-4.992853,-78.4808,4,1
12021632,-1.7627894,-51.35677,4,1
12021633,-59.002514,33.677307,9,1
12021634,19.544062,-3.5052288,7,1
12021635,34.791134,-15.967601,9,1
12021636,-58.385025,-10.010496,4,1
12021637,59.25738,31.665398,1,1
12021638,43.140247,-53.68577,7,1
12021639,-13.893439,-70.41785,4,1
12021640,-49.039986,-33.670784,4,1
12021641,6.9136496,34.406857,4,1
12022896,-1.2206972,-32.95911,4,1
12035820,26.072994,-20.152401,4,1
12036390,-18.469301,-58.61288,4,1
12058350,3.91708,-61.9507,9,1
12064375,-22.01187,28.939621,4,1
12081585,-4.3220987,12.056825,15,1
12083321,-29.147984,-47.460518,4,1
12083322,22.389027,-40.04306,7,1
12085667,-24.938227,-13.860262,4,1
12090149,-22.842901,2.1305566,4,1
12099982,-31.16169,-28.769659,4,1
12109847,73.82464,32.749275,15,1
12113989,39.62653,-17.722311,9,1
12122533,-10.032372,42.378956,4,1
12125001,6.1842747,-6.4375043,9,1
12126612,27.093687,-15.884594,4,1
12131570,19.802727,-12.100187,4,1
12136371,-17.432076,32.908886,4,1
12140878,20.096125,30.933245,9,1
