,topic,period
22256446,4,2
22265514,10,2
22283883,0,2
22283887,8,2
22288145,3,2
22293833,3,2
22294891,8,2
22308853,5,2
22315765,5,2
22320030,7,2
22324122,7,2
22334909,5,2
22334928,12,2
22336920,7,2
22393592,10,2
22404721,8,2
22406714,7,2
22413416,0,2
22424536,0,2
22439277,3,2
22550879,0,2
22571904,6,2
22616238,7,2
22674316,3,2
22675773,0,2
22675775,0,2
22675780,0,2
22686009,12,2
22686103,2,2
22689633,8,2
22891448,1,2
22918070,3,2
23051944,11,2
23422702,9,2
23710519,0,2
23972874,7,2
24653496,7,2
25396235,0,2
27529929,5,2
27529931,8,2
27534055,2,2
27534056,5,2
21248613,5,3
21448728,8,3
21519214,0,3
21519215,6,3
21545484,0,3
21623223,8,3
21627747,8,3
21760512,2,3
21824105,0,3
21831196,12,3
21838702,10,3
21877235,6,3
21890793,9,3
21979789,5,3
21979790,0,3
21981464,0,3
21988410,12,3
22006544,5,3
22068246,5,3
22068249,5,3
22101677,7,3
22105181,6,3
22108237,1,3
22118602,6,3
22129454,7,3
22138078,7,3
22138079,0,3
22152098,4,3
22155974,8,3
22157325,9,3
22157587,0,3
22171742,0,3
22192656,0,3
22196206,0,3
22198071,6,3
22205425,0,3
22210097,12,3
22210389,10,3
22211705,11,3
22211720,3,3
22212248,11,3
22212251,0,3
22212304,12,3
22214503,3,3
22215487,12,3
22223613,12,3
22226651,12,3
22228316,0,3
22231601,0,3
22232027,7,3
22232063,2,3
22233697,5,3
22234928,5,3
22235869,12,3
22236286,10,3
22240616,7,3
22244010,11,3
22245148,5,3
22246291,12,3
22246398,9,3
22249347,4,3
22250988,6,3
22252093,6,3
22252324,0,3
22252796,11,3
22257107,6,3
22261016,3,3
22262605,9,3
22264836,12,3
22265668,1,3
22266704,0,3
22267016,8,3
22267019,8,3
22267158,1,3
22267331,11,3
22272800,3,3
22272897,9,3
22273313,11,3
22276559,12,3
22277678,1,3
22278424,9,3
22278425,11,3
22279171,8,3
22279595,11,3
22281416,8,3
22282479,12,3
22285494,0,3
22285965,10,3
22286884,8,3
22286890,8,3
22288563,6,3
22288888,0,3
22289072,7,3
22290206,5,3
22293087,3,3
22297054,7,3
22297058,5,3
22297386,0,3
22298349,0,3
22298604,0,3
22298803,0,3
22299725,7,3
22301479,12,3
22301521,11,3
22302563,10,3
22303918,12,3
22304357,11,3
22304359,0,3
22305280,8,3
22310590,1,3
22310591,1,3
22310595,12,3
22310596,1,3
22310597,1,3
22310598,1,3
22310601,1,3
22310603,1,3
22310604,1,3
22311545,3,3
22314737,0,3
22317945,4,3
22318514,6,3
22322402,10,3
22322817,11,3
22323422,2,3
22324986,12,3
22326109,2,3
22327043,7,3
22329742,0,3
22330924,12,3
22331019,0,3
22331444,12,3
22331668,6,3
22333264,9,3
22334267,11,3
22334511,6,3
22336287,9,3
22336695,10,3
22337707,0,3
22338052,3,3
22338061,12,3
22339448,5,3
22339449,12,3
22339450,12,3
22341534,12,3
22348353,10,3
22348575,7,3
22349337,10,3
22350781,11,3
22352664,3,3
22353395,2,3
22354160,8,3
22357106,0,3
22357373,11,3
22357637,2,3
22357650,11,3
22357803,0,3
22360377,7,3
22360403,1,3
22367886,0,3
22369125,10,3
22369322,2,3
22369450,0,3
22370382,7,3
22371653,11,3
22372514,5,3
22377744,1,3
22377746,12,3
22377747,10,3
22377748,10,3
22378848,2,3
22379337,0,3
22380465,0,3
22380915,7,3
22381713,12,3
22381852,0,3
22382479,11,3
22382611,9,3
22383018,7,3
22383262,10,3
22384463,0,3
22387577,10,3
22388524,0,3
22388526,0,3
22388644,4,3
22389016,0,3
22391534,0,3
22396467,9,3
22396508,0,3
22398098,9,3
22400808,3,3
22401303,3,3
22401927,2,3
22403285,10,3
22406074,9,3
22406155,2,3
22406650,12,3
22406652,2,3
22407465,8,3
22409277,6,3
22410068,1,3
22410871,0,3
22411659,8,3
22411749,12,3
22411919,9,3
22412066,8,3
22414078,0,3
22414760,2,3
22419536,0,3
22420415,0,3
22422300,8,3
22422348,1,3
22422492,5,3
22422678,10,3
22424794,12,3
22425273,10,3
22426847,5,3
22427274,0,3
22429479,5,3
22429655,0,3
22429709,12,3
22429840,0,3
22431575,2,3
22432888,0,3
22433929,7,3
22433947,8,3
22434454,6,3
22435927,8,3
22436845,0,3
22437154,0,3
22438031,11,3
22440988,9,3
22440995,9,3
22440997,9,3
22445477,12,3
22446741,0,3
22447799,5,3
22448539,0,3
22448796,2,3
22448798,3,3
22448941,7,3
22448942,7,3
22450010,3,3
22450529,11,3
22450531,0,3
22450873,12,3
22454251,5,3
22454320,10,3
22454419,0,3
22456106,11,3
22456294,9,3
22459156,12,3
22461534,6,3
22462629,6,3
22464623,7,3
22464845,12,3
22465461,0,3
22466072,9,3
22467923,4,3
22468615,0,3
22470925,0,3
22473317,8,3
22473649,6,3
22473898,2,3
22474747,6,3
22474748,6,3
22476387,6,3
22476646,0,3
22479335,8,3
22479886,7,3
22480341,8,3
22481057,0,3
22486599,8,3
22487084,11,3
22487907,6,3
22488303,12,3
22488507,6,3
22488512,9,3
22488741,9,3
22489640,0,3
22492267,0,3
22494208,0,3
22494899,6,3
22495972,0,3
22499962,11,3
22503488,5,3
22503878,12,3
22504168,2,3
22504514,11,3
22504561,4,3
22504916,0,3
22506565,0,3
22507559,0,3
22510224,7,3
22510323,9,3
22511696,12,3
22511700,12,3
22512899,4,3
22513116,10,3
22515134,1,3
22519685,8,3
22519906,9,3
22520497,0,3
22520791,7,3
22521274,5,3
22521979,8,3
22522068,0,3
22524552,0,3
22527344,12,3
22527348,9,3
22528973,0,3
22530816,8,3
22530831,11,3
22531277,2,3
22531940,11,3
22533114,2,3
22534502,0,3
22534727,11,3
22534775,11,3
22534826,6,3
22537141,0,3
22537477,7,3
22539420,4,3
22539653,0,3
22539664,8,3
22541036,6,3
22542860,6,3
22543683,11,3
22544004,5,3
22544010,3,3
22544623,7,3
22545166,7,3
22545639,7,3
22546767,12,3
22548941,9,3
22550988,7,3
22551718,0,3
22552005,10,3
22552204,10,3
22553142,12,3
22553232,1,3
22553318,8,3
22554397,0,3
22554404,0,3
22555013,10,3
22555083,7,3
22555085,7,3
22559256,5,3
22559670,3,3
22561472,0,3
22561473,0,3
22561474,0,3
22561475,0,3
22561478,0,3
22561481,0,3
22561586,0,3
22563023,0,3
22565619,6,3
22568338,0,3
22569351,7,3
22569353,5,3
22569436,9,3
22571356,6,3
22571655,3,3
22572749,8,3
22573593,10,3
22573855,12,3
22575433,8,3
22578940,8,3
22579317,0,3
22580227,3,3
22581867,8,3
22581899,8,3
22584552,11,3
22585183,12,3
22586787,9,3
22586799,0,3
22588177,9,3
22588604,3,3
22588606,0,3
22588607,7,3
22591980,0,3
22592055,0,3
22595383,1,3
22608703,3,3
22609135,0,3
22609367,5,3
22609885,0,3
22609886,1,3
22610031,12,3
22610696,0,3
22610925,12,3
22612744,1,3
22617226,3,3
22619063,6,3
22619202,0,3
22623162,0,3
22623276,7,3
22624428,0,3
22626693,1,3
22626940,3,3
22632160,11,3
22633764,8,3
22634880,12,3
22644368,6,3
22644544,2,3
22646509,0,3
22648492,6,3
22649015,2,3
22649861,0,3
22651987,0,3
22652012,8,3
22652153,8,3
22654009,0,3
22655431,6,3
22658903,2,3
22658904,10,3
22659997,0,3
22660605,11,3
22662376,7,3
22663948,0,3
22664010,1,3
22664836,9,3
22669291,11,3
22670303,0,3
22670359,0,3
22673502,9,3
22676362,6,3
22676700,2,3
22678350,12,3
22681162,0,3
22682207,6,3
22682208,6,3
22684646,8,3
22687162,3,3
22688508,0,3
22688722,0,3
22689188,10,3
22689317,4,3
22689533,3,3
22690484,6,3
22695162,6,3
22696078,0,3
22696079,0,3
22697075,9,3
22697591,0,3
22698697,6,3
22699789,6,3
22700884,11,3
22701752,6,3
22705799,0,3
22706787,7,3
22708769,0,3
22709608,10,3
22710940,0,3
22712447,10,3
22712514,0,3
22712786,5,3
22715858,5,3
22717186,8,3
22717419,6,3
22719015,0,3
22720098,0,3
22720659,0,3
22722616,10,3
22722776,12,3
22727532,6,3
22727533,9,3
22728022,11,3
22729333,7,3
22729923,0,3
22730470,5,3
22730859,11,3
22731898,3,3
22731909,2,3
22734624,0,3
22735673,10,3
22735674,12,3
22736359,10,3
22739394,8,3
22739694,6,3
22741746,8,3
22743350,4,3
22745840,0,3
22747759,5,3
22750079,5,3
22750819,10,3
22751544,12,3
22751601,4,3
22752729,0,3
22753665,9,3
22753675,0,3
22755485,7,3
22761409,12,3
22762419,8,3
22764002,0,3
22764539,3,3
22766063,9,3
22766178,10,3
22767103,10,3
22767121,7,3
22767149,10,3
22767311,6,3
22767342,8,3
22768420,9,3
22768873,12,3
22770656,0,3
22770818,7,3
22771555,0,3
22771671,0,3
22771978,3,3
22774493,2,3
22776376,10,3
22777152,4,3
22777154,1,3
22777908,7,3
22782135,0,3
22782311,0,3
22782539,11,3
22788235,0,3
22788850,0,3
22790031,1,3
22791272,12,3
22791274,0,3
22791692,7,3
22794330,0,3
22795654,12,3
22795925,9,3
22797022,7,3
22797836,7,3
22804749,12,3
22805291,2,3
22805899,5,3
22809972,5,3
22810506,0,3
22810637,8,3
22811284,9,3
22811551,0,3
22813440,4,3
22814507,6,3
22817868,2,3
22818554,0,3
22818556,0,3
22818558,0,3
22818559,0,3
22818560,0,3
22820910,12,3
22821791,12,3
22821794,0,3
22824673,2,3
22826090,7,3
22826237,8,3
22827114,6,3
22833646,10,3
22835221,0,3
22836303,6,3
22836324,11,3
22839438,1,3
22839442,3,3
22839447,11,3
22839514,9,3
22839519,0,3
22839523,0,3
22839715,6,3
22839718,11,3
22841206,1,3
22841965,7,3
22844735,1,3
22845339,7,3
22845616,0,3
22845896,0,3
22846896,10,3
22846897,1,3
22847620,0,3
22848062,0,3
22848979,5,3
22849497,3,3
22850101,12,3
22850102,1,3
22850103,1,3
22850104,1,3
22851439,6,3
22854310,5,3
22854367,6,3
22855348,6,3
22858583,10,3
22859063,5,3
22859254,0,3
22859395,4,3
22861374,2,3
22861670,0,3
22861799,4,3
22861825,2,3
22862155,5,3
22862794,11,3
22863267,6,3
22866441,0,3
22867538,12,3
22868799,0,3
22869103,8,3
22871475,7,3
22872068,9,3
22872188,12,3
22872447,10,3
22874202,1,3
22875274,0,3
22875581,8,3
22876899,12,3
22877426,0,3
22877427,9,3
22877431,0,3
22877434,9,3
22877874,10,3
22878282,2,3
22878691,0,3
22880433,7,3
22880442,11,3
22880621,9,3
22884806,9,3
22886152,1,3
22886846,10,3
22887791,12,3
22888273,8,3
22890761,0,3
22890768,12,3
22892374,6,3
22892445,1,3
22892931,12,3
22893349,6,3
22895841,0,3
22899886,5,3
22900853,0,3
22907417,12,3
22907893,3,3
22908746,6,3
22910127,12,3
22910131,11,3
22910132,6,3
22912970,0,3
22913916,1,3
22914569,10,3
22915321,3,3
22915548,11,3
22915615,4,3
22917595,10,3
22917757,6,3
22918481,6,3
22921159,7,3
22921821,6,3
22926218,12,3
22926568,10,3
22926595,5,3
22927532,12,3
22929406,9,3
22929408,10,3
22930136,5,3
22931951,0,3
22934714,8,3
22935939,7,3
22935982,0,3
22936122,9,3
22939295,7,3
22941032,12,3
22941516,1,3
22941784,11,3
22941939,12,3
22942332,0,3
22943049,3,3
22943928,12,3
22944253,3,3
22945432,7,3
22945792,12,3
22947062,0,3
22948891,12,3
22951101,9,3
22953513,11,3
22954183,3,3
22955188,1,3
22959138,11,3
22959676,10,3
22960734,10,3
22960736,12,3
22964250,12,3
22964302,3,3
22966033,12,3
22967104,6,3
22968509,0,3
22968720,0,3
22972535,5,3
22972536,1,3
22972542,0,3
22974345,8,3
22974514,7,3
22974941,1,3
22976264,1,3
22976267,0,3
22978335,12,3
22982466,6,3
22983284,12,3
22983312,3,3
22983960,8,3
22985804,4,3
22987256,9,3
22987603,10,3
22991132,7,3
22991172,0,3
22992258,2,3
22993182,8,3
22993739,0,3
22994104,3,3
22995802,9,3
22996075,9,3
22996618,5,3
22997748,0,3
22998042,3,3
22999026,0,3
23001067,9,3
23006024,6,3
23006221,7,3
23007034,11,3
23007745,10,3
23007746,1,3
23009009,3,3
23009302,7,3
23009317,8,3
23010202,7,3
23011173,6,3
23015161,6,3
23015361,8,3
23015650,0,3
23016448,10,3
23016543,8,3
23018033,0,3
23018571,9,3
23018973,10,3
23020792,3,3
23024328,0,3
23025424,8,3
23026224,12,3
23026532,5,3
23026599,1,3
23026654,11,3
23026675,11,3
23026677,6,3
23027192,0,3
23027198,0,3
23027319,0,3
23027506,10,3
23027646,7,3
23028197,0,3
23028198,0,3
23029946,5,3
23029956,5,3
23033232,0,3
23034891,10,3
23036251,11,3
23036906,10,3
23037730,0,3
23037948,0,3
23038429,0,3
23039921,1,3
23040684,2,3
23040688,12,3
23040689,0,3
23040793,9,3
23042307,0,3
23043068,6,3
23044986,0,3
23047163,0,3
23051719,4,3
23052766,6,3
23052939,9,3
23053175,11,3
23054042,8,3
23054314,2,3
23055247,2,3
23057461,0,3
23057541,0,3
23057544,7,3
23059146,12,3
23061548,0,3
23061737,0,3
23061774,0,3
23062482,0,3
23063288,0,3
23063334,5,3
23063375,12,3
23064166,0,3
23065779,12,3
23065850,10,3
23066917,9,3
23068961,9,3
23070828,5,3
23071188,0,3
23072565,12,3
23072949,7,3
23073703,8,3
23074134,1,3
23075016,10,3
23076610,5,3
23078767,8,3
23079689,0,3
23081869,0,3
23081873,4,3
23083312,0,3
23085492,3,3
23086185,12,3
23088617,6,3
23089199,6,3
23089531,12,3
23089607,10,3
23089717,0,3
23090638,6,3
23090698,0,3
23090888,2,3
23095103,6,3
23095205,10,3
23095668,7,3
23098346,9,3
23098549,6,3
23098616,0,3
23098925,2,3
23098967,0,3
23099285,0,3
23099526,10,3
23099849,0,3
23103061,9,3
23103620,12,3
23103726,11,3
23104241,10,3
23106694,1,3
23107173,10,3
23107441,6,3
23108762,7,3
23108810,7,3
23108983,10,3
23110839,3,3
23110840,0,3
23112059,0,3
23112060,0,3
23112104,6,3
23113675,2,3
23114763,6,3
23114771,12,3
23115224,9,3
23116225,9,3
23116534,1,3
23116609,8,3
23117285,0,3
23117668,6,3
23117669,6,3
23117888,9,3
23121433,12,3
23121439,11,3
23121888,0,3
23127580,0,3
23128321,12,3
23128820,0,3
23128910,0,3
23128911,10,3
23129335,0,3
23129488,5,3
23129490,6,3
23129542,10,3
23129778,2,3
23130519,5,3
23130520,9,3
23131018,6,3
23131255,5,3
23131696,1,3
23131721,9,3
23131927,0,3
23131936,0,3
23131960,0,3
23132513,12,3
23133684,4,3
23135566,11,3
23137294,8,3
23137927,12,3
23138037,0,3
23139966,2,3
23139978,9,3
23141372,5,3
23142017,9,3
23143204,6,3
23144449,9,3
23146062,11,3
23146475,1,3
23146489,1,3
23146546,1,3
23147743,12,3
23147804,12,3
23149440,10,3
23149442,9,3
23149444,6,3
23150213,12,3
23152440,5,3
23153962,12,3
23154574,0,3
23160587,7,3
23163542,5,3
23163543,7,3
23163544,7,3
23168316,0,3
23168844,1,3
23172069,0,3
23172255,0,3
23172750,4,3
23174096,12,3
23175554,0,3
23175555,7,3
23175667,1,3
23176841,0,3
23177802,12,3
23178414,7,3
23179967,0,3
23180405,10,3
23182538,0,3
23183914,2,3
23185970,12,3
23186968,6,3
23188182,12,3
23188184,8,3
23189718,3,3
23189780,7,3
23189968,1,3
23190160,7,3
23191996,10,3
23192017,0,3
23195011,1,3
23195020,1,3
23195022,11,3
23196355,6,3
23196713,12,3
23197114,6,3
23200277,0,3
23200371,10,3
23200389,10,3
23201310,9,3
23205748,9,3
23205750,0,3
23206122,0,3
23206521,0,3
23208483,8,3
23209865,7,3
23211199,6,3
23211468,0,3
23212609,12,3
23214015,9,3
23214017,7,3
23214018,9,3
23216601,12,3
23216682,6,3
23216982,0,3
23217163,6,3
23217267,9,3
23217497,0,3
23218164,0,3
23218706,9,3
23219740,10,3
23220882,12,3
23220921,2,3
23221629,0,3
23221650,12,3
23222688,10,3
23222689,3,3
23223143,2,3
23224752,8,3
23225294,9,3
23225308,3,3
23227472,0,3
23227541,12,3
23229907,8,3
23230881,12,3
23230975,1,3
23232091,6,3
23232788,6,3
23233620,11,3
23234587,0,3
23234680,10,3
23237390,8,3
23237398,9,3
23237399,9,3
23237631,6,3
23239179,10,3
23239208,0,3
23239209,6,3
23240319,5,3
23240677,5,3
23241003,9,3
23241284,0,3
23244355,0,3
23244357,9,3
23245628,6,3
23245928,7,3
23246247,3,3
23246328,0,3
23248397,7,3
23249565,10,3
23250333,1,3
23250528,12,3
23250535,0,3
23250536,12,3
23250658,11,3
23254142,12,3
23254342,0,3
23254926,5,3
23255310,9,3
23258360,12,3
23258576,2,3
23259435,6,3
23259626,4,3
23261807,10,3
23261896,0,3
23262245,10,3
23263188,12,3
23263338,11,3
23266092,12,3
23266125,4,3
23266742,12,3
23268616,0,3
23268897,8,3
23269007,0,3
23269423,1,3
23273103,7,3
23274970,1,3
23276168,0,3
23276178,10,3
23277250,5,3
23279046,6,3
23279062,0,3
23279158,6,3
23279622,0,3
23279643,0,3
23279721,12,3
23280075,1,3
23281228,12,3
23281420,5,3
23283721,11,3
23285908,0,3
23285914,7,3
23285935,0,3
23286429,6,3
23286432,11,3
23286856,6,3
23286980,10,3
23287804,9,3
23288091,1,3
23288881,9,3
23288950,12,3
23289453,12,3
23289822,5,3
23290547,11,3
23290728,9,3
23290734,0,3
23290735,7,3
23291438,10,3
23292179,0,3
23292264,6,3
23292817,3,3
23295703,4,3
23296096,12,3
23297022,6,3
23299032,6,3
23299454,5,3
23299844,9,3
23302447,0,3
23305998,6,3
23306012,3,3
23307232,12,3
23308217,3,3
23312931,9,3
23313169,6,3
23313173,8,3
23313396,0,3
23313585,8,3
23313995,10,3
23314906,8,3
23314907,8,3
23315314,0,3
23315315,8,3
23316667,2,3
23317957,8,3
23318206,0,3
23318278,3,3
23318280,5,3
23319025,0,3
23323984,10,3
23324515,12,3
23325740,10,3
23325745,1,3
23326617,7,3
23329541,0,3
23329727,11,3
23330264,6,3
23330327,7,3
23332024,10,3
23333143,11,3
23333684,10,3
23334563,0,3
23336425,9,3
23337144,7,3
23337364,8,3
23337477,5,3
23337708,11,3
23343120,3,3
23345049,12,3
23348161,6,3
23349430,6,3
23350004,0,3
23350257,11,3
23350795,9,3
23354809,12,3
23354810,1,3
23355687,0,3
23357846,9,3
23358201,11,3
23358316,2,3
23361566,12,3
23362038,0,3
23363693,6,3
23364806,3,3
23370794,5,3
23370833,8,3
23373486,0,3
23376868,5,3
23376975,6,3
23377634,0,3
23378010,10,3
23378357,4,3
23379410,0,3
23379983,3,3
23380367,10,3
23380651,8,3
23380652,8,3
23382708,7,3
23383700,8,3
23386065,2,3
23386067,0,3
23386069,0,3
23386070,11,3
23386076,6,3
23387914,0,3
23388543,9,3
23389397,9,3
23391196,6,3
23391367,12,3
23391885,3,3
23392360,11,3
23394965,9,3
23395363,7,3
23396853,0,3
23397280,11,3
23398895,0,3
23400738,6,3
23400748,12,3
23400750,5,3
23402086,0,3
23402464,6,3
23403435,0,3
23407222,8,3
23407479,0,3
23408534,0,3
23410793,12,3
23412438,0,3
23414674,2,3
23414772,11,3
23416656,8,3
23416718,11,3
23417506,0,3
23418868,9,3
23419049,0,3
23419487,0,3
23419976,7,3
23421079,10,3
23421106,0,3
23422495,1,3
23423204,0,3
23423268,1,3
23423270,1,3
23424950,7,3
23426427,10,3
23426530,12,3
23427699,7,3
23428919,9,3
23430570,0,3
23432384,7,3
23433606,0,3
23435615,3,3
23435690,8,3
23440521,11,3
23441971,1,3
23442261,12,3
23442298,8,3
23442572,6,3
23443628,8,3
23444282,12,3
23444501,6,3
23445100,0,3
23445101,0,3
23445102,0,3
23445171,3,3
23446336,8,3
23446495,8,3
23446910,11,3
23448824,3,3
23451962,6,3
23452987,3,3
23454394,1,3
23456679,0,3
23457368,0,3
23458228,12,3
23461498,0,3
23461610,11,3
23462278,11,3
23462623,10,3
23463457,8,3
23464715,12,3
23465015,0,3
23466826,0,3
23467017,8,3
23467510,9,3
23468307,2,3
23469311,5,3
23472502,0,3
23472681,0,3
23473653,8,3
23473847,8,3
23473849,0,3
23473895,10,3
23474024,8,3
23474834,10,3
23475567,1,3
23475582,0,3
23475982,3,3
23479124,3,3
23479836,0,3
23479837,0,3
23479838,0,3
23479986,7,3
23479988,2,3
23479989,9,3
23480003,12,3
23481430,0,3
23482532,1,3
23482736,11,3
23482757,10,3
23483443,9,3
23490370,6,3
23494983,3,3
23497203,6,3
23500251,11,3
23503442,10,3
23503443,3,3
23503454,8,3
23503456,0,3
23503472,1,3
23503519,0,3
23505587,6,3
23506238,8,3
23506635,12,3
23507289,2,3
23507454,10,3
23507455,10,3
23507814,2,3
23508544,12,3
23512159,6,3
23514242,8,3
23518842,9,3
23519135,6,3
23520007,2,3
23520311,12,3
23521429,5,3
23523653,9,3
23525418,6,3
23525421,0,3
23525901,11,3
23526600,1,3
23527534,5,3
23529364,6,3
23529454,0,3
23530513,12,3
23531217,10,3
23531664,3,3
23534245,0,3
23536310,8,3
23537910,0,3
23539387,6,3
23539390,3,3
23539831,7,3
23540824,7,3
23541760,8,3
23543615,11,3
23545276,6,3
23545593,7,3
23545756,11,3
23545828,6,3
23547704,7,3
23547790,12,3
23547865,11,3
23548346,11,3
23548389,9,3
23548391,9,3
23548422,9,3
23548425,9,3
23548426,0,3
23549513,0,3
23551472,7,3
23551724,9,3
23551727,9,3
23551803,5,3
23553582,12,3
23553679,12,3
23554207,3,3
23556011,6,3
23556452,0,3
23557831,7,3
23558507,0,3
23558676,1,3
23561229,5,3
23562639,12,3
23563060,12,3
23564232,8,3
23565554,0,3
23566391,7,3
23568187,7,3
23568604,0,3
23574579,6,3
23574619,6,3
23574906,7,3
23575576,4,3
23577353,0,3
23577630,6,3
23578069,2,3
23579237,8,3
23584041,10,3
23584214,7,3
23585184,0,3
23585286,12,3
23585314,11,3
23586873,0,3
23586928,0,3
23587031,8,3
23587368,2,3
23587564,0,3
23587982,5,3
23587985,5,3
23588568,8,3
23588602,9,3
23589524,7,3
23590028,10,3
23590389,12,3
23590739,7,3
23592362,7,3
23592506,0,3
23596156,10,3
23596235,8,3
23596237,2,3
23598537,0,3
23600328,5,3
23601039,0,3
23601765,7,3
23602021,6,3
23602084,8,3
23602085,0,3
23602928,10,3
23602929,10,3
23603618,10,3
23604531,2,3
23608723,1,3
23609213,8,3
23609328,0,3
23609380,5,3
23611568,12,3
23612641,5,3
23615295,11,3
23619446,5,3
23619701,11,3
23620310,10,3
23621589,12,3
23623464,5,3
23624135,11,3
23626006,5,3
23627574,0,3
23627775,9,3
23627997,11,3
23629707,10,3
23629724,0,3
23635810,8,3
23636137,4,3
23636154,0,3
23636451,2,3
23640185,7,3
23640245,0,3
23640530,6,3
23641752,12,3
23641886,0,3
23643738,10,3
23648068,0,3
23648880,11,3
23649399,6,3
23649681,6,3
23649961,6,3
23650161,10,3
23650486,8,3
23650781,6,3
23651025,1,3
23651027,12,3
23651860,1,3
23653145,8,3
23653173,6,3
23657589,6,3
23658479,11,3
23659651,11,3
23660489,7,3
23662288,7,3
23662381,9,3
23662793,0,3
23662815,8,3
23663818,7,3
23664854,0,3
23666565,7,3
23666566,10,3
23666567,10,3
23666572,1,3
23666574,12,3
23666576,12,3
23666578,10,3
23666582,8,3
23667067,11,3
23667102,9,3
23668445,6,3
23668548,11,3
23670484,0,3
23671315,5,3
23672090,7,3
23672623,9,3
23673446,2,3
23673472,0,3
23673473,0,3
23673815,8,3
23674753,0,3
23674754,0,3
23676345,5,3
23678038,9,3
23678633,2,3
23678635,9,3
23678675,8,3
23681399,2,3
23683068,7,3
23684362,0,3
23685421,5,3
23685488,9,3
23686689,0,3
23686690,0,3
23688333,7,3
23689092,9,3
23689722,10,3
23689836,5,3
23690313,0,3
23691787,0,3
23691788,0,3
23695420,8,3
23695594,0,3
23696101,6,3
23696905,9,3
23701013,0,3
23702401,0,3
23702916,0,3
23703347,10,3
23703367,4,3
23704714,5,3
23707519,5,3
23709198,7,3
23711419,9,3
23713542,0,3
23714689,0,3
23715423,0,3
23715759,6,3
23715760,7,3
23715761,7,3
23717701,2,3
23718677,11,3
23719075,3,3
23719934,10,3
23721440,0,3
23722455,0,3
23723113,6,3
23725349,3,3
23726723,8,3
23726963,5,3
23727874,10,3
23728750,9,3
23729552,5,3
23730852,6,3
23731022,0,3
23731441,3,3
23732152,8,3
23732159,0,3
23734831,1,3
23735178,12,3
23735817,8,3
23735984,7,3
23736105,6,3
23736948,6,3
23736960,3,3
23737192,7,3
23737385,0,3
23737511,12,3
23738369,0,3
23738761,7,3
23739112,0,3
23739636,1,3
23740336,7,3
23740923,6,3
23744127,3,3
23745319,9,3
23746003,6,3
23746188,2,3
23746234,2,3
23746471,6,3
23746748,6,3
23747486,0,3
23748126,0,3
23748538,0,3
23749668,6,3
23750346,6,3
23751788,9,3
23751953,11,3
23754514,5,3
23755756,10,3
23755766,12,3
23756090,7,3
23759345,8,3
23759917,7,3
23764196,12,3
23765033,4,3
23765176,4,3
23765180,6,3
23769659,6,3
23769787,0,3
23770790,2,3
23774148,2,3
23775047,5,3
23775277,6,3
23778568,1,3
23780696,6,3
23780715,10,3
23782110,7,3
23783003,0,3
23783007,5,3
23783022,0,3
23783145,3,3
23783167,10,3
23783168,1,3
23783171,10,3
23783268,11,3
23784165,7,3
23786659,0,3
23789705,2,3
23790593,0,3
23790594,6,3
23790595,6,3
23790596,6,3
23790598,6,3
23790599,6,3
23790600,11,3
23791042,7,3
23792083,1,3
23794007,1,3
23794077,0,3
23794673,11,3
23797558,0,3
23797690,8,3
23797696,6,3
23798265,0,3
23798327,12,3
23798336,12,3
23798620,11,3
23799558,6,3
23800037,0,3
23800167,8,3
23800772,10,3
23801356,0,3
23801481,0,3
23803980,6,3
23804114,0,3
23806062,0,3
23806290,3,3
23807252,12,3
23807964,0,3
23808186,9,3
23808548,7,3
23809174,0,3
23810130,6,3
23811987,8,3
23812597,9,3
23812678,12,3
23812679,0,3
23812680,7,3
23813362,12,3
23813438,10,3
23815417,5,3
23815459,1,3
23815747,7,3
23816779,4,3
23817340,12,3
23817346,12,3
23819318,5,3
23819341,2,3
23819349,12,3
23819908,8,3
23820051,5,3
23820333,5,3
23821001,0,3
23821689,6,3
23822029,0,3
23822127,7,3
23823655,9,3
23823998,0,3
23824003,0,3
23824677,12,3
23824978,11,3
23828940,3,3
23829941,9,3
23831834,3,3
23832325,6,3
23836112,5,3
23839185,0,3
23841100,9,3
23841535,0,3
23842127,8,3
23846139,10,3
23846522,0,3
23846733,5,3
23846759,5,3
23848220,4,3
23849010,7,3
23849014,0,3
23849618,7,3
23851906,10,3
23851907,1,3
23851912,10,3
23851913,6,3
23852786,10,3
23855141,0,3
23855146,0,3
23857121,7,3
23857429,7,3
23857909,10,3
23860346,0,3
23861203,0,3
23863615,5,3
23863616,2,3
23864222,9,3
23864411,0,3
23864486,0,3
23865756,5,3
23867485,0,3
23867867,7,3
23868369,0,3
23868901,6,3
23868909,0,3
23870680,3,3
23872160,10,3
23872910,2,3
23873876,0,3
23874094,12,3
23874100,6,3
23879227,7,3
23881080,0,3
23883069,5,3
23883095,3,3
23884303,0,3
23884609,7,3
23884992,3,3
23885111,0,3
23886243,12,3
23888382,9,3
23889845,7,3
23891913,10,3
23892241,8,3
23894810,5,3
23895025,6,3
23896473,12,3
23896750,8,3
23897038,5,3
23897602,7,3
23898816,12,3
23899656,11,3
23900048,3,3
23902823,10,3
23903548,10,3
23904415,0,3
23905863,4,3
23906053,2,3
23906420,12,3
23907742,12,3
23907834,0,3
23908104,0,3
23911875,4,3
23912733,8,3
23914755,0,3
23916928,5,3
23918413,3,3
23918537,6,3
23920253,0,3
