,topic,period
21382793,3,2
21383597,0,2
21383599,0,2
21383647,12,2
21383648,10,2
21383649,1,2
21383651,18,2
21383652,8,2
21383655,10,2
21383656,12,2
21383657,12,2
21384438,10,2
21386028,0,2
21387353,10,2
21387781,18,2
21388023,0,2
21392080,6,2
21392258,9,2
21393146,8,2
21395094,15,2
21396468,3,2
21398065,10,2
21404138,0,2
21404140,11,2
21410663,15,2
21411805,8,2
21412377,8,2
21413184,3,2
21413422,7,2
21413423,17,2
21414023,0,2
21414565,9,2
21416633,10,2
21419171,14,2
21419546,7,2
21419745,9,2
21421077,0,2
21424384,16,2
21425264,15,2
21425269,15,2
21426669,3,2
21428138,6,2
21428183,18,2
21428975,4,2
21429437,0,2
21429439,17,2
21430490,12,2
21431287,7,2
21434536,0,2
21435743,6,2
21436762,17,2
21436765,13,2
21437429,17,2
21437763,5,2
21440360,11,2
21440629,9,2
21440674,0,2
21440741,1,2
21440742,12,2
21441630,15,2
21443399,0,2
21445930,1,2
21446586,8,2
21446990,18,2
21447868,14,2
21450357,0,2
21452994,17,2
21453218,16,2
21454065,1,2
21454066,12,2
21454067,0,2
21455671,3,2
21457068,13,2
21458937,17,2
21459055,10,2
21459736,14,2
21460294,17,2
21462304,12,2
21462783,0,2
21463393,3,2
21464349,6,2
21464353,0,2
21465111,3,2
21466366,3,2
21466367,6,2
21466368,8,2
21466775,17,2
21466776,17,2
21466777,17,2
21466778,12,2
21466779,1,2
21466780,17,2
21467664,6,2
21467796,17,2
21470000,13,2
21470921,10,2
21471682,0,2
21472403,10,2
21474498,2,2
21474977,2,2
21477747,0,2
21479258,0,2
21481167,8,2
21481174,0,2
21485938,1,2
21486110,5,2
21491207,10,2
21492891,18,2
21496360,15,2
21497769,12,2
21498725,0,2
21500764,16,2
21501391,6,2
21502272,0,2
21505086,8,2
21506294,0,2
21507107,8,2
21507109,8,2
21507110,0,2
21507111,0,2
21507783,15,2
21507784,0,2
21507813,0,2
21507815,11,2
21507816,11,2
21507859,0,2
21507866,11,2
21507920,17,2
21507924,14,2
21508853,5,2
21509412,0,2
21509929,0,2
21510808,4,2
21510809,8,2
21510857,3,2
21511089,1,2
21512318,15,2
21514862,13,2
21514863,8,2
21515198,5,2
21515693,6,2
21515916,0,2
21516058,1,2
21516060,12,2
21517643,6,2
21517698,9,2
21519127,4,2
21519248,6,2
21519425,8,2
21521352,0,2
21521848,8,2
21521865,17,2
21524186,9,2
21524943,10,2
21525020,14,2
21525081,14,2
21525222,0,2
21526557,0,2
21526568,9,2
21528942,1,2
21531686,0,2
21532184,0,2
21532273,16,2
21533581,11,2
21534886,14,2
21534935,5,2
21535992,6,2
21536938,18,2
21537911,10,2
21537913,10,2
21537937,0,2
21538671,8,2
21538998,3,2
21539119,0,2
21540581,5,2
21543034,12,2
21544014,14,2
21544015,14,2
21544017,12,2
21544019,10,2
21544695,4,2
21545506,13,2
21545614,8,2
21545615,8,2
21545623,18,2
21545624,17,2
21546856,3,2
21546866,1,2
21549797,11,2
21550949,13,2
21550960,9,2
21553933,13,2
21555654,0,2
21555806,14,2
21557686,0,2
21560909,0,2
21562058,0,2
21565262,0,2
21565806,4,2
21566505,14,2
21568976,0,2
21569595,6,2
21570745,8,2
21570885,17,2
21571564,8,2
21572388,12,2
21574815,8,2
21576729,17,2
21577077,8,2
21577177,17,2
21585221,6,2
21585291,8,2
21586424,9,2
21586996,5,2
21590996,3,2
21590998,5,2
21592855,6,2
21594849,0,2
21594850,0,2
21595874,4,2
21597482,0,2
21598068,0,2
21600633,6,2
21601479,13,2
21601481,13,2
21608129,10,2
21609670,6,2
21609927,15,2
21609937,0,2
21609983,6,2
21610204,13,2
21611869,17,2
21613641,8,2
21617923,0,2
21619472,3,2
21619619,9,2
21620038,1,2
21620039,0,2
21620040,1,2
21620041,1,2
21620042,1,2
21620043,1,2
21620442,6,2
21620764,14,2
21621454,6,2
21621641,0,2
21623708,6,2
21624015,8,2
21624964,17,2
21626795,13,2
21626806,9,2
21627621,16,2
21627763,0,2
21628007,0,2
21628343,16,2
21628973,15,2
21629341,0,2
21630162,6,2
21632153,8,2
21632579,13,2
21635855,17,2
21635856,17,2
21635857,17,2
21635858,17,2
21638329,5,2
21645332,9,2
21645832,0,2
21646440,1,2
21647583,0,2
21649597,0,2
21649623,8,2
21649692,12,2
21651311,5,2
21651313,12,2
21651314,18,2
21654348,10,2
21654349,17,2
21654350,17,2
21658727,3,2
21658879,5,2
21658973,13,2
21661292,0,2
21661488,0,2
21661743,3,2
21663336,8,2
21666242,4,2
21666584,0,2
21669126,9,2
21670671,9,2
21670974,6,2
21671545,14,2
21671546,0,2
21671829,17,2
21671885,10,2
21671894,0,2
21672885,7,2
21672886,0,2
21672900,2,2
21673415,15,2
21674220,11,2
21675593,0,2
21676155,0,2
21676590,13,2
21679264,5,2
21680259,10,2
21680263,10,2
21681921,5,2
21682092,5,2
21682959,8,2
21685230,3,2
21685491,8,2
21690026,8,2
21691803,5,2
21692116,3,2
21693237,1,2
21693271,1,2
21693459,0,2
21694533,13,2
21694620,5,2
21695698,0,2
21699821,15,2
21703900,9,2
21706496,10,2
21706500,10,2
21707701,0,2
21708018,4,2
21710160,17,2
21710403,13,2
21710556,10,2
21712217,12,2
21712240,0,2
21712506,11,2
21712509,6,2
21713378,6,2
21715578,6,2
21715590,3,2
21716278,0,2
21717052,1,2
21718234,11,2
21718236,15,2
21719049,6,2
21719226,10,2
21720247,1,2
21721803,3,2
21721808,3,2
21722354,8,2
21722807,3,2
21723805,2,2
21724706,13,2
21727051,10,2
21729954,14,2
21730282,17,2
21731532,12,2
21735164,7,2
21735508,8,2
21736529,13,2
21736681,12,2
21737583,0,2
21741004,6,2
21741152,0,2
21741791,8,2
21743377,10,2
21743378,17,2
21743380,11,2
21743382,17,2
21743383,10,2
21743385,10,2
21743386,12,2
21744626,0,2
21744874,3,2
21745510,0,2
21748396,8,2
21749543,0,2
21749880,0,2
21749883,9,2
21749884,0,2
21749885,9,2
21749888,0,2
21750020,6,2
21750307,17,2
21750311,9,2
21750735,0,2
21751083,12,2
21751521,15,2
21755434,0,2
21755832,1,2
21757286,0,2
21757314,10,2
21761463,3,2
21761551,1,2
21761553,1,2
21761951,17,2
21762357,9,2
21762358,9,2
21762364,9,2
21766736,15,2
21767140,3,2
21767311,4,2
21768513,17,2
21768799,5,2
21769067,18,2
21769112,11,2
21772291,0,2
21772294,0,2
21772295,0,2
21774911,14,2
21777211,0,2
21777406,17,2
21777829,15,2
21782769,5,2
21784595,10,2
21784723,15,2
21785027,0,2
21786832,3,2
21788467,10,2
21790209,7,2
21791074,0,2
21791195,0,2
21791263,7,2
21792999,15,2
21796116,13,2
21797831,8,2
21798970,0,2
21799330,15,2
21799401,11,2
21799472,2,2
21801204,0,2
21801434,14,2
21801456,4,2
21803085,3,2
21803650,6,2
21803769,1,2
21803962,17,2
21807218,10,2
21807634,3,2
21808275,0,2
21809598,14,2
21810031,17,2
21811004,6,2
21811962,9,2
21812020,11,2
21812860,3,2
21813575,2,2
21815183,0,2
21816532,0,2
21817082,6,2
21817186,14,2
21818536,0,2
21819788,15,2
21819795,18,2
21819802,14,2
21819803,14,2
21819804,14,2
21819805,14,2
21819806,6,2
21819807,14,2
21819808,14,2
21819809,14,2
21819954,0,2
21820831,10,2
21820870,13,2
21821976,0,2
21821988,2,2
21822198,1,2
21822767,11,2
21823554,8,2
21824384,8,2
21825081,13,2
21826599,8,2
21827043,14,2
21828347,7,2
21830636,14,2
21831129,6,2
21831511,12,2
21831685,0,2
21831715,0,2
21834763,10,2
21836656,8,2
21837465,10,2
21837936,17,2
21839237,1,2
21839244,1,2
21839257,12,2
21839908,11,2
21840043,10,2
21840147,10,2
21840662,10,2
21840666,10,2
21844066,3,2
21844213,6,2
21846175,0,2
21846673,17,2
21846834,1,2
21848499,1,2
21850658,0,2
21850662,0,2
21851002,16,2
21851969,6,2
21852593,9,2
21855284,13,2
21856806,12,2
21857779,16,2
21860313,6,2
21862473,17,2
21862711,11,2
21864384,6,2
21865209,0,2
21866336,14,2
21867731,12,2
21869689,5,2
21870892,0,2
21870893,6,2
21871496,6,2
21878045,11,2
21878064,9,2
21878067,9,2
21878073,9,2
21878075,0,2
21878082,9,2
21878086,0,2
21878429,0,2
21880696,0,2
21881031,6,2
21881032,11,2
21881034,6,2
21881303,3,2
21881695,0,2
21882106,17,2
21883996,11,2
21885524,0,2
21885622,9,2
21886779,14,2
21888024,10,2
21888866,8,2
21890538,14,2
21892551,6,2
21893568,8,2
21893631,0,2
21896460,8,2
21896920,17,2
21896924,2,2
21896995,0,2
21900522,16,2
21901239,6,2
21902447,6,2
21902449,8,2
21902629,3,2
21905056,10,2
21905458,0,2
21906599,4,2
21907106,0,2
21908452,16,2
21909451,6,2
21911832,6,2
21912327,12,2
21912330,5,2
21912331,12,2
21912332,12,2
21914065,6,2
21914124,6,2
21914626,4,2
21916165,0,2
21916410,3,2
21916644,0,2
21917139,7,2
21917553,0,2
21917558,0,2
21918024,8,2
21922744,0,2
21923423,15,2
21923425,12,2
21923443,17,2
21923451,17,2
21923455,11,2
21923597,0,2
21923604,12,2
21923628,4,2
21925081,13,2
21925083,10,2
21926084,6,2
21928725,17,2
21930866,0,2
21932596,0,2
21933347,12,2
21933840,11,2
21934036,8,2
21936959,17,2
21937816,0,2
21937830,8,2
21939364,10,2
21939506,12,2
21940824,1,2
21942304,8,2
21942850,0,2
21942955,0,2
21942957,9,2
21942964,0,2
21945230,3,2
21947098,17,2
21950152,10,2
21950194,6,2
21950487,0,2
21953253,10,2
21953417,17,2
21953789,5,2
21957964,6,2
21959724,12,2
21959733,0,2
21959785,15,2
21959786,17,2
21959787,15,2
21959788,8,2
21959789,5,2
21959915,5,2
21960587,0,2
21961781,0,2
21961783,0,2
21962770,18,2
21962938,18,2
21963503,8,2
21963649,2,2
21963964,0,2
21963966,17,2
21967260,12,2
21968363,15,2
21970086,5,2
21970088,0,2
21970092,5,2
21970095,0,2
21972039,8,2
21978238,6,2
21978797,6,2
21979288,8,2
21981433,9,2
21981438,0,2
21981711,1,2
21983285,0,2
21983456,5,2
21983457,11,2
21983535,3,2
21983896,3,2
21983956,0,2
21988948,6,2
21988950,7,2
21989601,5,2
21992751,10,2
21993365,8,2
21993569,17,2
21993869,5,2
21994439,4,2
21997871,6,2
21998287,14,2
21999763,8,2
22001273,6,2
22004242,0,2
22004671,10,2
22004679,10,2
22005064,0,2
22005590,10,2
22006276,6,2
22007719,15,2
22008772,15,2
22008773,15,2
22009660,3,2
22010353,12,2
22010420,18,2
22011479,4,2
22011723,12,2
22011724,12,2
22017186,17,2
22017213,8,2
22018196,9,2
22020350,5,2
22020542,10,2
22020735,15,2
22021134,4,2
22021897,13,2
22022824,17,2
22023343,18,2
22023382,4,2
22023897,9,2
22024354,17,2
22026398,1,2
22028144,3,2
22031689,12,2
22035977,8,2
22038247,3,2
22038703,13,2
22039558,0,2
22041467,14,2
22044856,14,2
22045420,10,2
22045673,6,2
22050113,4,2
22050394,8,2
22052365,0,2
22053350,0,2
22053351,17,2
22056376,17,2
22057727,17,2
22058061,18,2
22058084,0,2
22059181,15,2
22059182,9,2
22064623,8,2
22064687,8,2
22065532,8,2
22066790,13,2
22066827,13,2
22070341,17,2
22070791,8,2
22071610,0,2
22071881,6,2
22072157,0,2
22073696,11,2
22074711,14,2
22074712,0,2
22074942,0,2
22075243,12,2
22076020,0,2
22078313,13,2
22079443,11,2
22080121,14,2
22080274,14,2
22080802,10,2
22080983,11,2
22080984,11,2
22080985,11,2
22081129,6,2
22081480,11,2
22081487,0,2
22082209,4,2
22082287,14,2
22082327,16,2
22084331,13,2
22084336,0,2
22084347,0,2
22085614,0,2
22086744,5,2
22087864,12,2
22088166,0,2
22088232,9,2
22090297,6,2
22094008,10,2
22094306,17,2
22097417,0,2
22101186,0,2
22101623,1,2
22101969,8,2
22105583,12,2
22105584,12,2
22105585,1,2
22105588,12,2
22105590,12,2
22105591,10,2
22105592,12,2
22105593,12,2
22105595,10,2
22106227,12,2
22106763,5,2
22110107,0,2
22111125,5,2
22111305,8,2
22111981,8,2
22112420,8,2
22114867,6,2
22116331,15,2
22117768,9,2
22117769,9,2
22117770,9,2
22117775,0,2
22118500,9,2
22122177,0,2
22122179,6,2
22122183,11,2
22122392,14,2
22122398,4,2
22122600,10,2
22123690,12,2
22126758,2,2
22127193,0,2
22128297,0,2
22128413,17,2
22129593,0,2
22130285,8,2
22133906,8,2
22134785,6,2
22134787,3,2
22135262,14,2
22137620,0,2
22137621,0,2
22137622,0,2
22137623,0,2
22137624,0,2
22137625,0,2
22137626,0,2
22137627,15,2
22137628,8,2
22137797,0,2
22137798,6,2
22137922,4,2
22137925,15,2
22139961,11,2
22141186,0,2
22142664,9,2
22145447,0,2
22145627,10,2
22148291,2,2
22153531,11,2
22154443,17,2
22154855,17,2
22155913,6,2
22156543,5,2
22156777,14,2
22160205,10,2
22161502,10,2
22164240,10,2
22165500,0,2
22165772,0,2
22167555,12,2
22167997,0,2
22169771,0,2
22171554,6,2
22172829,1,2
22172831,12,2
22173229,4,2
22177737,0,2
22177811,15,2
22178123,0,2
22179055,15,2
22180522,8,2
22183771,1,2
22186076,17,2
22188844,14,2
22190607,17,2
22192875,10,2
22197363,9,2
22200583,13,2
22203424,0,2
22204157,0,2
22204871,10,2
22205272,0,2
22205275,0,2
22206024,15,2
22213594,3,2
22216545,8,2
22239031,10,2
22239525,6,2
22256446,3,2
22265514,10,2
22283883,0,2
22283887,8,2
22288145,15,2
22293833,3,2
22294891,4,2
22308853,5,2
22315765,18,2
22320030,8,2
22324122,1,2
22334909,5,2
22334928,1,2
22336920,8,2
22393592,10,2
22404721,8,2
22406714,8,2
22413416,0,2
22424536,0,2
22439277,3,2
22550879,5,2
22571904,6,2
22616238,7,2
22674316,3,2
22675773,0,2
22675775,0,2
22675780,0,2
22686009,17,2
22686103,18,2
22689633,8,2
22891448,17,2
22918070,10,2
23051944,11,2
23422702,14,2
23710519,0,2
23972874,7,2
24653496,8,2
25396235,0,2
27529929,15,2
27529931,14,2
27534055,3,2
27534056,13,2
21248613,5,3
21448728,8,3
21519214,0,3
21519215,6,3
21545484,0,3
21623223,8,3
21627747,8,3
21760512,2,3
21824105,13,3
21831196,17,3
21838702,10,3
21877235,6,3
21890793,9,3
21979789,5,3
21979790,13,3
21981464,0,3
21988410,12,3
22006544,13,3
22068246,5,3
22068249,7,3
22101677,8,3
22105181,6,3
22108237,1,3
22118602,6,3
22129454,8,3
22138078,13,3
22138079,0,3
22152098,3,3
22155974,8,3
22157325,9,3
22157587,0,3
22171742,0,3
22192656,0,3
22196206,17,3
22198071,6,3
22205425,0,3
22210097,17,3
22210389,10,3
22211705,11,3
22211720,3,3
22212248,11,3
22212251,0,3
22212304,12,3
22214503,3,3
22215487,17,3
22223613,17,3
22226651,17,3
22228316,9,3
22231601,0,3
22232027,13,3
22232063,0,3
22233697,5,3
22234928,13,3
22235869,17,3
22236286,10,3
22240616,7,3
22244010,11,3
22245148,5,3
22246291,12,3
22246398,12,3
22249347,4,3
22250988,6,3
22252093,6,3
22252324,0,3
22252796,11,3
22257107,6,3
22261016,3,3
22262605,15,3
22264836,12,3
22265668,10,3
22266704,8,3
22267016,14,3
22267019,14,3
22267158,1,3
22267331,16,3
22272800,10,3
22272897,9,3
22273313,11,3
22276559,13,3
22277678,1,3
22278424,9,3
22278425,11,3
22279171,14,3
22279595,11,3
22281416,13,3
22282479,17,3
22285494,0,3
22285965,10,3
22286884,14,3
22286890,14,3
22288563,6,3
22288888,0,3
22289072,8,3
22290206,5,3
22293087,0,3
22297054,13,3
22297058,5,3
22297386,8,3
22298349,0,3
22298604,9,3
22298803,9,3
22299725,8,3
22301479,17,3
22301521,11,3
22302563,10,3
22303918,17,3
22304357,11,3
22304359,0,3
22305280,8,3
22310590,1,3
22310591,1,3
22310595,13,3
22310596,1,3
22310597,1,3
22310598,1,3
22310601,1,3
22310603,1,3
22310604,1,3
22311545,3,3
22314737,5,3
22317945,15,3
22318514,6,3
22322402,10,3
22322817,2,3
22323422,10,3
22324986,17,3
22326109,15,3
22327043,8,3
22329742,0,3
22330924,17,3
22331019,0,3
22331444,8,3
22331668,18,3
22333264,18,3
22334267,11,3
22334511,6,3
22336287,18,3
22336695,10,3
22337707,0,3
22338052,3,3
22338061,13,3
22339448,5,3
22339449,12,3
22339450,12,3
22341534,17,3
22348353,10,3
22348575,8,3
22349337,10,3
22350781,11,3
22352664,3,3
22353395,13,3
22354160,14,3
22357106,8,3
22357373,11,3
22357637,0,3
22357650,17,3
22357803,0,3
22360377,15,3
22360403,1,3
22367886,0,3
22369125,10,3
22369322,16,3
22369450,0,3
22370382,8,3
22371653,11,3
22372514,5,3
22377744,1,3
22377746,12,3
22377747,10,3
22377748,10,3
22378848,16,3
22379337,15,3
22380465,0,3
22380915,8,3
22381713,12,3
22381852,17,3
22382479,11,3
22382611,13,3
22383018,8,3
22383262,10,3
22384463,0,3
22387577,10,3
22388524,0,3
22388526,8,3
22388644,4,3
22389016,0,3
22391534,17,3
22396467,13,3
22396508,0,3
22398098,16,3
22400808,15,3
22401303,3,3
22401927,3,3
22403285,0,3
22406074,10,3
22406155,16,3
22406650,17,3
22406652,17,3
22407465,8,3
22409277,6,3
22410068,1,3
22410871,0,3
22411659,8,3
22411749,12,3
22411919,13,3
22412066,14,3
22414078,5,3
22414760,0,3
22419536,0,3
22420415,0,3
22422300,14,3
22422348,1,3
22422492,13,3
22422678,10,3
22424794,17,3
22425273,10,3
22426847,2,3
22427274,0,3
22429479,5,3
22429655,0,3
22429709,17,3
22429840,0,3
22431575,2,3
22432888,0,3
22433929,8,3
22433947,15,3
22434454,7,3
22435927,10,3
22436845,0,3
22437154,0,3
22438031,11,3
22440988,13,3
22440995,13,3
22440997,9,3
22445477,17,3
22446741,0,3
22447799,5,3
22448539,0,3
22448796,3,3
22448798,3,3
22448941,8,3
22448942,8,3
22450010,5,3
22450529,14,3
22450531,0,3
22450873,12,3
22454251,5,3
22454320,10,3
22454419,0,3
22456106,11,3
22456294,13,3
22459156,17,3
22461534,2,3
22462629,6,3
22464623,11,3
22464845,17,3
22465461,0,3
22466072,13,3
22467923,3,3
22468615,8,3
22470925,0,3
22473317,8,3
22473649,6,3
22473898,8,3
22474747,6,3
22474748,6,3
22476387,6,3
22476646,0,3
22479335,15,3
22479886,8,3
22480341,8,3
22481057,17,3
22486599,8,3
22487084,18,3
22487907,14,3
22488303,12,3
22488507,6,3
22488512,13,3
22488741,16,3
22489640,15,3
22492267,0,3
22494208,0,3
22494899,6,3
22495972,0,3
22499962,11,3
22503488,5,3
22503878,12,3
22504168,0,3
22504514,6,3
22504561,11,3
22504916,0,3
22506565,15,3
22507559,0,3
22510224,8,3
22510323,9,3
22511696,12,3
22511700,12,3
22512899,4,3
22513116,10,3
22515134,18,3
22519685,17,3
22519906,13,3
22520497,8,3
22520791,8,3
22521274,13,3
22521979,8,3
22522068,0,3
22524552,0,3
22527344,12,3
22527348,9,3
22528973,0,3
22530816,14,3
22530831,15,3
22531277,3,3
22531940,11,3
22533114,15,3
22534502,0,3
22534727,11,3
22534775,11,3
22534826,6,3
22537141,0,3
22537477,18,3
22539420,11,3
22539653,0,3
22539664,14,3
22541036,6,3
22542860,6,3
22543683,11,3
22544004,5,3
22544010,5,3
22544623,7,3
22545166,15,3
22545639,8,3
22546767,17,3
22548941,13,3
22550988,8,3
22551718,0,3
22552005,10,3
22552204,10,3
22553142,17,3
22553232,13,3
22553318,14,3
22554397,8,3
22554404,15,3
22555013,10,3
22555083,8,3
22555085,8,3
22559256,5,3
22559670,3,3
22561472,0,3
22561473,0,3
22561474,0,3
22561475,0,3
22561478,0,3
22561481,0,3
22561586,0,3
22563023,0,3
22565619,6,3
22568338,0,3
22569351,7,3
22569353,5,3
22569436,9,3
22571356,6,3
22571655,3,3
22572749,4,3
22573593,14,3
22573855,12,3
22575433,8,3
22578940,14,3
22579317,0,3
22580227,3,3
22581867,8,3
22581899,7,3
22584552,11,3
22585183,17,3
22586787,7,3
22586799,0,3
22588177,18,3
22588604,3,3
22588606,0,3
22588607,13,3
22591980,14,3
22592055,0,3
22595383,1,3
22608703,3,3
22609135,15,3
22609367,16,3
22609885,0,3
22609886,0,3
22610031,17,3
22610696,0,3
22610925,12,3
22612744,1,3
22617226,17,3
22619063,6,3
22619202,0,3
22623162,0,3
22623276,8,3
22624428,0,3
22626693,17,3
22626940,3,3
22632160,11,3
22633764,14,3
22634880,17,3
22644368,5,3
22644544,2,3
22646509,0,3
22648492,6,3
22649015,16,3
22649861,8,3
22651987,4,3
22652012,8,3
22652153,14,3
22654009,0,3
22655431,6,3
22658903,17,3
22658904,10,3
22659997,5,3
22660605,12,3
22662376,8,3
22663948,0,3
22664010,12,3
22664836,9,3
22669291,12,3
22670303,0,3
22670359,0,3
22673502,13,3
22676362,6,3
22676700,2,3
22678350,0,3
22681162,17,3
22682207,6,3
22682208,6,3
22684646,8,3
22687162,3,3
22688508,0,3
22688722,8,3
22689188,10,3
22689317,16,3
22689533,5,3
22690484,11,3
22695162,17,3
22696078,0,3
22696079,0,3
22697075,16,3
22697591,17,3
22698697,6,3
22699789,0,3
22700884,11,3
22701752,6,3
22705799,0,3
22706787,8,3
22708769,0,3
22709608,10,3
22710940,0,3
22712447,10,3
22712514,5,3
22712786,13,3
22715858,5,3
22717186,14,3
22717419,6,3
22719015,14,3
22720098,0,3
22720659,8,3
22722616,10,3
22722776,12,3
22727532,14,3
22727533,13,3
22728022,11,3
22729333,7,3
22729923,0,3
22730470,13,3
22730859,11,3
22731898,3,3
22731909,17,3
22734624,0,3
22735673,10,3
22735674,12,3
22736359,10,3
22739394,14,3
22739694,6,3
22741746,8,3
22743350,17,3
22745840,0,3
22747759,14,3
22750079,5,3
22750819,10,3
22751544,17,3
22751601,4,3
22752729,0,3
22753665,13,3
22753675,0,3
22755485,8,3
22761409,13,3
22762419,14,3
22764002,0,3
22764539,10,3
22766063,9,3
22766178,10,3
22767103,10,3
22767121,7,3
22767149,10,3
22767311,6,3
22767342,14,3
22768420,0,3
22768873,17,3
22770656,0,3
22770818,13,3
22771555,0,3
22771671,0,3
22771978,3,3
22774493,7,3
22776376,10,3
22777152,4,3
22777154,17,3
22777908,8,3
22782135,0,3
22782311,0,3
22782539,12,3
22788235,8,3
22788850,0,3
22790031,1,3
22791272,12,3
22791274,0,3
22791692,8,3
22794330,17,3
22795654,17,3
22795925,13,3
22797022,8,3
22797836,8,3
22804749,12,3
22805291,0,3
22805899,5,3
22809972,5,3
22810506,0,3
22810637,8,3
22811284,9,3
22811551,0,3
22813440,4,3
22814507,10,3
22817868,14,3
22818554,0,3
22818556,0,3
22818558,0,3
22818559,0,3
22818560,0,3
22820910,12,3
22821791,0,3
22821794,0,3
22824673,3,3
22826090,15,3
22826237,15,3
22827114,6,3
22833646,10,3
22835221,10,3
22836303,6,3
22836324,7,3
22839438,16,3
22839442,3,3
22839447,11,3
22839514,9,3
22839519,0,3
22839523,0,3
22839715,6,3
22839718,7,3
22841206,1,3
22841965,8,3
22844735,5,3
22845339,8,3
22845616,8,3
22845896,0,3
22846896,10,3
22846897,18,3
22847620,8,3
22848062,0,3
22848979,7,3
22849497,15,3
22850101,17,3
22850102,17,3
22850103,17,3
22850104,17,3
22851439,6,3
22854310,7,3
22854367,6,3
22855348,6,3
22858583,10,3
22859063,13,3
22859254,0,3
22859395,4,3
22861374,3,3
22861670,15,3
22861799,3,3
22861825,0,3
22862155,5,3
22862794,11,3
22863267,6,3
22866441,0,3
22867538,17,3
22868799,8,3
22869103,14,3
22871475,8,3
22872068,9,3
22872188,17,3
22872447,10,3
22874202,1,3
22875274,0,3
22875581,15,3
22876899,17,3
22877426,9,3
22877427,9,3
22877431,9,3
22877434,9,3
22877874,10,3
22878282,17,3
22878691,0,3
22880433,7,3
22880442,11,3
22880621,9,3
22884806,16,3
22886152,1,3
22886846,10,3
22887791,12,3
22888273,14,3
22890761,17,3
22890768,17,3
22892374,6,3
22892445,1,3
22892931,17,3
22893349,8,3
22895841,0,3
22899886,8,3
22900853,0,3
22907417,9,3
22907893,3,3
22908746,6,3
22910127,17,3
22910131,0,3
22910132,6,3
22912970,0,3
22913916,1,3
22914569,10,3
22915321,18,3
22915548,11,3
22915615,16,3
22917595,10,3
22917757,6,3
22918481,6,3
22921159,8,3
22921821,6,3
22926218,17,3
22926568,10,3
22926595,5,3
22927532,17,3
22929406,17,3
22929408,14,3
22930136,5,3
22931951,0,3
22934714,14,3
22935939,8,3
22935982,0,3
22936122,12,3
22939295,8,3
22941032,7,3
22941516,1,3
22941784,11,3
22941939,12,3
22942332,4,3
22943049,10,3
22943928,12,3
22944253,3,3
22945432,8,3
22945792,11,3
22947062,0,3
22948891,17,3
22951101,9,3
22953513,10,3
22954183,3,3
22955188,1,3
22959138,13,3
22959676,10,3
22960734,10,3
22960736,12,3
22964250,15,3
22964302,15,3
22966033,17,3
22967104,6,3
22968509,0,3
22968720,0,3
22972535,18,3
22972536,5,3
22972542,0,3
22974345,14,3
22974514,8,3
22974941,1,3
22976264,1,3
22976267,0,3
22978335,12,3
22982466,6,3
22983284,16,3
22983312,3,3
22983960,15,3
22985804,4,3
22987256,0,3
22987603,10,3
22991132,18,3
22991172,16,3
22992258,2,3
22993182,8,3
22993739,0,3
22994104,2,3
22995802,9,3
22996075,9,3
22996618,12,3
22997748,0,3
22998042,17,3
22999026,0,3
23001067,9,3
23006024,6,3
23006221,8,3
23007034,11,3
23007745,10,3
23007746,12,3
23009009,15,3
23009302,8,3
23009317,14,3
23010202,15,3
23011173,6,3
23015161,6,3
23015361,14,3
23015650,0,3
23016448,10,3
23016543,14,3
23018033,0,3
23018571,9,3
23018973,10,3
23020792,15,3
23024328,0,3
23025424,8,3
23026224,17,3
23026532,5,3
23026599,1,3
23026654,11,3
23026675,11,3
23026677,6,3
23027192,0,3
23027198,0,3
23027319,8,3
23027506,10,3
23027646,8,3
23028197,0,3
23028198,0,3
23029946,5,3
23029956,0,3
23033232,6,3
23034891,10,3
23036251,7,3
23036906,10,3
23037730,0,3
23037948,17,3
23038429,0,3
23039921,8,3
23040684,0,3
23040688,17,3
23040689,11,3
23040793,0,3
23042307,0,3
23043068,6,3
23044986,0,3
23047163,0,3
23051719,4,3
23052766,17,3
23052939,9,3
23053175,7,3
23054042,8,3
23054314,1,3
23055247,2,3
23057461,0,3
23057541,0,3
23057544,15,3
23059146,17,3
23061548,8,3
23061737,0,3
23061774,0,3
23062482,8,3
23063288,8,3
23063334,16,3
23063375,13,3
23064166,0,3
23065779,17,3
23065850,10,3
23066917,0,3
23068961,13,3
23070828,5,3
23071188,0,3
23072565,12,3
23072949,8,3
23073703,8,3
23074134,1,3
23075016,9,3
23076610,5,3
23078767,14,3
23079689,9,3
23081869,0,3
23081873,0,3
23083312,0,3
23085492,3,3
23086185,17,3
23088617,6,3
23089199,6,3
23089531,12,3
23089607,10,3
23089717,0,3
23090638,6,3
23090698,6,3
23090888,2,3
23095103,6,3
23095205,10,3
23095668,15,3
23098346,9,3
23098549,6,3
23098616,15,3
23098925,2,3
23098967,0,3
23099285,0,3
23099526,10,3
23099849,14,3
23103061,8,3
23103620,12,3
23103726,11,3
23104241,14,3
23106694,1,3
23107173,10,3
23107441,14,3
23108762,8,3
23108810,8,3
23108983,10,3
23110839,17,3
23110840,17,3
23112059,0,3
23112060,0,3
23112104,6,3
23113675,2,3
23114763,8,3
23114771,17,3
23115224,13,3
23116225,9,3
23116534,18,3
23116609,8,3
23117285,13,3
23117668,6,3
23117669,11,3
23117888,7,3
23121433,17,3
23121439,11,3
23121888,0,3
23127580,0,3
23128321,12,3
23128820,9,3
23128910,0,3
